# Time-averaged data for fix out_vacf
Step VACF_x VACF_y VACF_z VACF_total
350 0.0578782 0.176598 0.107708 0.342185
355 -0.014219 0.160299 0.100764 0.246844
360 -0.0737547 0.153079 0.0660775 0.145401
365 -0.116015 0.159057 0.0141978 0.0572393
370 -0.138375 0.177638 -0.036578 0.00268566
375 -0.140082 0.206385 -0.0700758 -0.00377312
380 -0.124556 0.239291 -0.0800445 0.0346903
385 -0.0986233 0.26603 -0.067892 0.0995151
390 -0.0641898 0.273757 -0.0372823 0.172284
395 -0.0182343 0.25376 0.00839005 0.243916
400 0.0348352 0.204004 0.0661229 0.304962
405 0.0792692 0.129866 0.130423 0.339558
410 0.100011 0.0458576 0.191261 0.33713
415 0.093789 -0.0284945 0.236451 0.301746
420 0.0656658 -0.0789617 0.256289 0.242993
425 0.020985 -0.104511 0.247253 0.163727
430 -0.0356146 -0.114973 0.211267 0.0606792
435 -0.0978654 -0.118683 0.150914 -0.0656341
440 -0.155271 -0.115621 0.0693801 -0.201512
445 -0.193394 -0.107163 -0.0246474 -0.325204
450 -0.200901 -0.103242 -0.117564 -0.421707
455 -0.174196 -0.115126 -0.194147 -0.483469
460 -0.1206 -0.147168 -0.242084 -0.509852
465 -0.0571738 -0.193041 -0.256053 -0.506268
470 4.37192e-05 -0.23756 -0.237768 -0.475284
475 0.0453024 -0.265981 -0.19209 -0.412769
480 0.0801993 -0.273096 -0.124571 -0.317467
485 0.106394 -0.262989 -0.0433949 -0.19999
490 0.120374 -0.240018 0.039559 -0.0800854
495 0.113409 -0.202045 0.110441 0.0218049
500 0.0816049 -0.146158 0.158225 0.0936712
505 0.0337564 -0.0790612 0.179965 0.134661
510 -0.0133168 -0.0178689 0.178452 0.147267
515 -0.0466317 0.0195349 0.157344 0.130247
520 -0.0639738 0.0261932 0.120675 0.0828946
525 -0.0718047 0.0081978 0.072902 0.00929512
530 -0.0751619 -0.0259228 0.0203418 -0.0807428
535 -0.0710897 -0.0740167 -0.0277747 -0.172881
540 -0.0528558 -0.134316 -0.0616532 -0.248825
545 -0.0190689 -0.195832 -0.0722962 -0.287198
550 0.0210169 -0.240445 -0.0541093 -0.273538
555 0.0533977 -0.254414 -0.00891741 -0.209934
560 0.0736605 -0.2368 0.0524891 -0.110651
565 0.0888445 -0.193289 0.110454 0.00600937
570 0.107228 -0.12557 0.142379 0.124036
575 0.131065 -0.0352514 0.137013 0.232827
580 0.157722 0.0666584 0.0995888 0.323969
585 0.183637 0.163376 0.0409933 0.388007
590 0.2069 0.244336 -0.0329866 0.418249
595 0.226994 0.306262 -0.117054 0.416201
600 0.24062 0.348482 -0.199079 0.390022
605 0.240608 0.370291 -0.261298 0.3496
610 0.219159 0.36886 -0.287161 0.300859
615 0.172785 0.340394 -0.270194 0.242984
620 0.107531 0.284824 -0.216931 0.175424
625 0.0387354 0.209473 -0.141566 0.106642
630 -0.0162864 0.129747 -0.0582329 0.0552281
635 -0.047414 0.0585559 0.0250736 0.0362155
640 -0.0526589 -0.00169122 0.104179 0.0498292
645 -0.0348047 -0.0521609 0.172414 0.0854481
650 0.00106311 -0.0899228 0.220412 0.131553
655 0.044743 -0.111671 0.245673 0.178745
660 0.0817315 -0.117619 0.253745 0.217857
665 0.0994441 -0.109906 0.249689 0.239227
670 0.0922497 -0.0908187 0.232303 0.233734
675 0.0608519 -0.0614202 0.195554 0.194985
680 0.00666838 -0.0187586 0.133971 0.121881
685 -0.0681821 0.0397484 0.0488521 0.0204184
690 -0.154611 0.109804 -0.0485937 -0.0934013
695 -0.236231 0.179841 -0.142604 -0.198994
700 -0.298465 0.237054 -0.221509 -0.28292
705 -0.336533 0.271534 -0.279496 -0.344495
710 -0.353313 0.277454 -0.309045 -0.384904
715 -0.350662 0.253863 -0.299356 -0.396155
720 -0.326628 0.203214 -0.246798 -0.370212
725 -0.28262 0.130756 -0.160989 -0.312853
730 -0.227818 0.0475666 -0.0618497 -0.242101
735 -0.173532 -0.0269908 0.028129 -0.172394
740 -0.125605 -0.0736987 0.0893592 -0.109945
745 -0.083615 -0.0852887 0.111978 -0.0569253
750 -0.0453469 -0.0688384 0.0996797 -0.0145055
755 -0.00954373 -0.0365918 0.0644582 0.0183227
760 0.0205898 0.00140052 0.0162272 0.0382175
765 0.0373442 0.0377001 -0.0424614 0.0325829
770 0.0373045 0.067266 -0.108362 -0.00379141
775 0.0287456 0.0851142 -0.170061 -0.0562008
780 0.0251741 0.086971 -0.213489 -0.101344
785 0.0340239 0.0748359 -0.232834 -0.123974
790 0.0539952 0.0548162 -0.233109 -0.124298
795 0.0799077 0.0285565 -0.22351 -0.115046
800 0.111372 -0.00744282 -0.209165 -0.105235
805 0.152528 -0.0530144 -0.185907 -0.0863931
810 0.200711 -0.098301 -0.144206 -0.0417954
815 0.23992 -0.129879 -0.0798052 0.030236
820 0.250209 -0.142139 -8.36203e-05 0.107986
825 0.223858 -0.137453 0.0793923 0.165797
830 0.171399 -0.12027 0.141717 0.192846
835 0.110715 -0.0934045 0.173505 0.190816
840 0.0524138 -0.058201 0.169992 0.164205
845 -0.0019351 -0.0179598 0.136817 0.116923
850 -0.0505246 0.0183084 0.0856993 0.0534831
855 -0.0850398 0.0397971 0.0279719 -0.0172707
860 -0.0973204 0.0429928 -0.0266777 -0.0810053
865 -0.0879739 0.0337792 -0.0668761 -0.121071
870 -0.0666674 0.0220286 -0.0789786 -0.123617
875 -0.0440199 0.0141069 -0.0541703 -0.0840834
880 -0.0227754 0.0140296 0.00165007 -0.00709575
885 -0.00152676 0.0253098 0.0681459 0.091929
890 0.0176436 0.049251 0.121621 0.188516
895 0.0335649 0.0814007 0.146881 0.261847
900 0.0517404 0.11342 0.140919 0.306079
905 0.079455 0.138634 0.10844 0.326529
910 0.115206 0.154566 0.0551374 0.324909
915 0.145529 0.159663 -0.0117293 0.293462
920 0.155382 0.148451 -0.0775575 0.226275
925 0.139916 0.116689 -0.123088 0.133517
930 0.108906 0.0678908 -0.136182 0.0406144
935 0.0794501 0.0104666 -0.117877 -0.0279605
940 0.0602232 -0.0489972 -0.0788263 -0.0676003
945 0.0449732 -0.108388 -0.0320926 -0.095507
950 0.0241668 -0.168445 0.0115102 -0.132768
955 -0.00386352 -0.228005 0.0447724 -0.187097
960 -0.0348916 -0.280682 0.0628844 -0.25269
965 -0.0687922 -0.316174 0.063624 -0.321343
970 -0.108843 -0.326929 0.0473911 -0.38838
975 -0.152956 -0.311719 0.0150669 -0.449608
980 -0.195049 -0.273282 -0.0307202 -0.499052
985 -0.229967 -0.215451 -0.082492 -0.52791
990 -0.252898 -0.144094 -0.126223 -0.523214
995 -0.25978 -0.0711364 -0.148074 -0.47899
1000 -0.247417 -0.0109483 -0.141281 -0.399646
1005 -0.211325 0.027001 -0.105636 -0.28996
1010 -0.145828 0.0398544 -0.0473078 -0.153282
1015 -0.0522619 0.0278441 0.021085 -0.00333277
1020 0.054709 -0.0056433 0.0842669 0.133333
1025 0.154861 -0.050718 0.132321 0.236464
1030 0.231377 -0.0917263 0.164397 0.304048
1035 0.27108 -0.11479 0.185147 0.341436
1040 0.265083 -0.113982 0.202079 0.35318
1045 0.211032 -0.0924809 0.2239 0.342451
1050 0.115246 -0.0592331 0.254707 0.31072
1055 -0.0041915 -0.0239603 0.290284 0.262132
1060 -0.118957 0.00504153 0.319577 0.205662
1065 -0.201772 0.0233636 0.333221 0.154812
1070 -0.23777 0.0307474 0.327387 0.120364
1075 -0.2247 0.0311582 0.302733 0.109191
1080 -0.166347 0.0349902 0.2635 0.132143
1085 -0.0723792 0.0541924 0.213847 0.19566
1090 0.0357911 0.0936445 0.155834 0.28527
1095 0.128215 0.146916 0.0939656 0.369097
1100 0.179515 0.19974 0.0370573 0.416312
1105 0.181349 0.239232 -0.00617616 0.414405
1110 0.144055 0.258666 -0.0320355 0.370686
1115 0.0850014 0.254597 -0.0433807 0.296218
1120 0.0176904 0.223854 -0.0471907 0.194354
1125 -0.047521 0.167307 -0.0501107 0.0696757
1130 -0.100136 0.0935077 -0.0567371 -0.0633656
1135 -0.130409 0.016866 -0.0708549 -0.184398
1140 -0.132858 -0.0469161 -0.0922717 -0.272046
1145 -0.107644 -0.0881489 -0.115804 -0.311597
1150 -0.0606695 -0.107168 -0.133491 -0.301329
1155 -0.00266222 -0.110308 -0.138224 -0.251194
1160 0.0545093 -0.104164 -0.127419 -0.177074
1165 0.0994918 -0.0910089 -0.102609 -0.0941262
1170 0.121689 -0.0706809 -0.0677215 -0.0167138
1175 0.115328 -0.043724 -0.0272056 0.0443984
1180 0.0843224 -0.0110244 0.0173426 0.0906406
1185 0.042311 0.0253327 0.0632659 0.13091
1190 0.00385334 0.0612703 0.102426 0.167549
1195 -0.0235018 0.0910627 0.125583 0.193144
1200 -0.0394672 0.109869 0.128933 0.199335
1205 -0.0482012 0.115821 0.117534 0.185154
1210 -0.0549609 0.110238 0.101264 0.15654
1215 -0.0613164 0.0967366 0.0850541 0.120474
1220 -0.0628164 0.0793493 0.0669876 0.0835206
1225 -0.0535546 0.0640846 0.0435219 0.054052
1230 -0.0332511 0.0584149 0.0147914 0.0399551
1235 -0.00707981 0.0669362 -0.0145562 0.0453001
1240 0.0210198 0.0872763 -0.0414338 0.0668623
1245 0.0501564 0.110694 -0.0680783 0.0927721
1250 0.0778561 0.126289 -0.0964317 0.107714
1255 0.099082 0.12527 -0.124479 0.0998735
1260 0.111497 0.101922 -0.149981 0.0634372
1265 0.119216 0.0530409 -0.172176 8.0933e-05
1270 0.128764 -0.0193092 -0.19127 -0.0818154
1275 0.142261 -0.105785 -0.207446 -0.17097
1280 0.155652 -0.192934 -0.216618 -0.2539
1285 0.160374 -0.266831 -0.210131 -0.316587
1290 0.149455 -0.318988 -0.183441 -0.352974
1295 0.124335 -0.347395 -0.1417 -0.364759
1300 0.0941623 -0.351921 -0.0965506 -0.354309
1305 0.0678733 -0.331699 -0.0584721 -0.322298
1310 0.0503407 -0.287567 -0.0304191 -0.267645
1315 0.0437319 -0.227257 -0.0100928 -0.193618
1320 0.0471848 -0.163406 0.00639415 -0.109828
1325 0.0572248 -0.10449 0.023364 -0.0239009
1330 0.0678206 -0.0527463 0.0434603 0.0585346
1335 0.0720013 -0.00703801 0.0645603 0.129524
1340 0.0625452 0.0317402 0.0808071 0.175093
1345 0.0327292 0.0575433 0.0905494 0.180822
1350 -0.0197554 0.0658842 0.0973818 0.143511
1355 -0.088055 0.0610904 0.102318 0.0753538
1360 -0.155245 0.0536532 0.101338 -0.000254015
1365 -0.200719 0.050582 0.0900288 -0.0601081
1370 -0.210681 0.0535772 0.0689432 -0.0881602
1375 -0.185053 0.0642325 0.0460034 -0.0748171
1380 -0.133979 0.0836067 0.030265 -0.0201071
1385 -0.0679234 0.10685 0.0230236 0.0619497
1390 0.00607563 0.123303 0.0176885 0.147067
1395 0.0808898 0.124288 0.00832177 0.2135
1400 0.147233 0.110626 0.000642949 0.258502
1405 0.193843 0.0898141 0.00845626 0.292114
1410 0.211634 0.0687731 0.0402577 0.320665
1415 0.199128 0.0509079 0.0893886 0.339424
1420 0.16232 0.0382303 0.138741 0.339291
1425 0.109229 0.0333228 0.176348 0.3189
1430 0.04427 0.0377567 0.202424 0.284451
1435 -0.03031 0.0477515 0.220432 0.237873
1440 -0.108596 0.054316 0.227284 0.173004
1445 -0.180252 0.0506594 0.215212 0.0856195
1450 -0.2351 0.0378575 0.182845 -0.0143974
1455 -0.268656 0.0218617 0.139994 -0.1068
1460 -0.282072 0.00848458 0.0996723 -0.173915
1465 -0.278282 -0.00090572 0.0687818 -0.210406
1470 -0.260353 -0.00703353 0.0492866 -0.2181
1475 -0.233901 -0.00626522 0.0405704 -0.199596
1480 -0.204874 0.0038367 0.0376386 -0.163398
1485 -0.176072 0.0163816 0.0341779 -0.125513
1490 -0.145958 0.0228286 0.0256468 -0.0974824
1495 -0.112238 0.0244786 0.0109018 -0.0768573
1500 -0.0747713 0.0309408 -0.00821816 -0.0520487
1505 -0.0328279 0.0482766 -0.0286393 -0.0131907
1510 0.0162675 0.0726604 -0.0487247 0.0402032
1515 0.0740038 0.0957543 -0.0712234 0.0985347
1520 0.137885 0.110871 -0.0976734 0.151082
1525 0.200666 0.113102 -0.121053 0.192715
1530 0.253098 0.101241 -0.132578 0.221761
1535 0.2893 0.0786097 -0.131596 0.236314
1540 0.306428 0.0502773 -0.126161 0.230544
1545 0.300593 0.0214022 -0.125563 0.196432
1550 0.267795 -9.77152e-05 -0.134347 0.13335
1555 0.209022 -0.00660346 -0.150528 0.0518904
1560 0.131827 0.00158953 -0.168983 -0.0355659
1565 0.0481045 0.0142016 -0.187837 -0.125531
1570 -0.0306537 0.0190196 -0.206031 -0.217665
1575 -0.098156 0.0121365 -0.215149 -0.301168
1580 -0.151152 0.000108268 -0.199996 -0.35104
1585 -0.186173 -0.00617769 -0.151164 -0.343515
1590 -0.20112 -0.000734641 -0.0753429 -0.277197
1595 -0.196213 0.0148293 0.00777763 -0.173606
1600 -0.172833 0.0333747 0.0761746 -0.0632833
1605 -0.134018 0.0461551 0.114894 0.0270318
1610 -0.0845899 0.048894 0.119273 0.0835772
1615 -0.0318437 0.0426957 0.0911289 0.101981
1620 0.011725 0.0307708 0.0364011 0.078897
1625 0.0329871 0.0171546 -0.0341334 0.0160083
1630 0.0290066 0.006365 -0.107101 -0.0717289
1635 0.0103065 0.000723127 -0.169308 -0.158279
1640 -0.00872507 -0.00314756 -0.210498 -0.222371
1645 -0.0197929 -0.0130633 -0.224273 -0.257129
1650 -0.0231125 -0.0351733 -0.208097 -0.266383
1655 -0.0227097 -0.0708852 -0.163928 -0.257523
1660 -0.0205576 -0.115138 -0.0976918 -0.233387
1665 -0.0173969 -0.157125 -0.0174565 -0.191978
1670 -0.0171485 -0.185348 0.0655774 -0.136919
1675 -0.0249295 -0.194346 0.136079 -0.0831964
1680 -0.0407615 -0.18772 0.178711 -0.0497707
1685 -0.0569656 -0.173112 0.186494 -0.0435836
1690 -0.0633378 -0.154349 0.165301 -0.0523859
1695 -0.0538838 -0.129489 0.12972 -0.0536528
1700 -0.0275296 -0.0950754 0.0943665 -0.0282385
1705 0.0112908 -0.0528532 0.067415 0.0258526
1710 0.0542912 -0.0109216 0.0517647 0.0951344
1715 0.0953962 0.0217662 0.049727 0.166889
1720 0.133525 0.0440047 0.0628975 0.240427
1725 0.167877 0.0621156 0.088144 0.318137
1730 0.191537 0.0798247 0.117922 0.389284
1735 0.193623 0.0960062 0.14271 0.432338
1740 0.172272 0.107888 0.153521 0.43368
1745 0.140461 0.110769 0.145572 0.396802
1750 0.11466 0.0975535 0.121694 0.333907
1755 0.100859 0.064264 0.0896058 0.254728
1760 0.0941467 0.0136979 0.0576515 0.165496
1765 0.0874363 -0.0471004 0.0328215 0.0731574
1770 0.0781698 -0.107858 0.0194361 -0.0102524
1775 0.0672514 -0.154367 0.0200033 -0.0671123
1780 0.0539788 -0.172694 0.0371076 -0.0816077
1785 0.0327784 -0.15769 0.0690147 -0.0558972
1790 -0.00376393 -0.117373 0.10353 -0.017606
1795 -0.0565272 -0.0675701 0.120815 -0.00328255
1800 -0.114217 -0.0230527 0.107489 -0.0297809
1805 -0.161771 0.00870112 0.0669756 -0.0860948
1810 -0.189928 0.0299382 0.013535 -0.146455
1815 -0.19665 0.0466882 -0.0380681 -0.18803
1820 -0.182482 0.0623373 -0.0780827 -0.198227
1825 -0.144852 0.0761018 -0.101983 -0.170733
1830 -0.0797147 0.0862742 -0.110491 -0.103932
1835 0.0120676 0.0920247 -0.107547 -0.00345468
1840 0.11938 0.0910472 -0.0962771 0.11415
1845 0.221787 0.0798164 -0.0811744 0.220429
1850 0.297577 0.0599512 -0.07253 0.284998
1855 0.331968 0.0430344 -0.0791327 0.29587
1860 0.320037 0.0422998 -0.098635 0.263702
1865 0.266842 0.0607844 -0.119475 0.208151
1870 0.187385 0.0914637 -0.132802 0.146047
1875 0.101703 0.124816 -0.140689 0.0858298
1880 0.0267946 0.15302 -0.150595 0.0292199
1885 -0.027782 0.172893 -0.162525 -0.0174142
1890 -0.058282 0.184209 -0.167045 -0.0411181
1895 -0.0634231 0.183337 -0.152274 -0.0323595
1900 -0.0466805 0.162053 -0.112649 0.00272369
1905 -0.0210464 0.115917 -0.0558176 0.0390534
1910 -0.00596214 0.050941 0.00394288 0.0489217
1915 -0.0134292 -0.02203 0.0585797 0.0231205
1920 -0.0390831 -0.0962925 0.107528 -0.027848
1925 -0.0708413 -0.16977 0.148779 -0.0918327
1930 -0.10498 -0.240186 0.174967 -0.1702
1935 -0.148217 -0.30376 0.17889 -0.273087
1940 -0.20419 -0.354653 0.159133 -0.39971
1945 -0.264373 -0.386296 0.117939 -0.53273
1950 -0.313891 -0.395293 0.0583733 -0.650811
1955 -0.339947 -0.38052 -0.0149908 -0.735458
1960 -0.333341 -0.34011 -0.0921326 -0.765584
1965 -0.289723 -0.274651 -0.15893 -0.723304
1970 -0.210789 -0.193781 -0.204246 -0.608816
1975 -0.103943 -0.113199 -0.22508 -0.442222
1980 0.0175567 -0.0450506 -0.223427 -0.250921
1985 0.134377 0.00590127 -0.201297 -0.0610194
1990 0.22572 0.0408177 -0.163262 0.103276
1995 0.278526 0.0639147 -0.117239 0.225202
2000 0.291538 0.0786978 -0.0691805 0.301056
2005 0.272272 0.0874795 -0.0194679 0.340283
2010 0.230527 0.0937429 0.0337751 0.358045
2015 0.17441 0.101792 0.0886974 0.364899
2020 0.111643 0.112421 0.139475 0.363539
2025 0.049099 0.121549 0.182553 0.353201
2030 -0.00793659 0.125474 0.218651 0.336188
2035 -0.0565573 0.124098 0.246296 0.313837
2040 -0.0984887 0.120721 0.260608 0.28284
2045 -0.137539 0.119525 0.259052 0.241038
2050 -0.17455 0.121354 0.244534 0.191338
2055 -0.205289 0.124085 0.222375 0.141171
2060 -0.224169 0.125133 0.197088 0.0980527
2065 -0.22925 0.121627 0.16792 0.060297
2070 -0.222949 0.110053 0.128047 0.0151507
2075 -0.20675 0.0896057 0.0738691 -0.0432753
2080 -0.178733 0.0659403 0.0104352 -0.102357
2085 -0.138158 0.048624 -0.0535781 -0.143112
2090 -0.0891949 0.0403792 -0.111577 -0.160393
2095 -0.0373295 0.0331416 -0.159812 -0.164
2100 0.0127568 0.0204168 -0.1955 -0.162326
2105 0.0561122 0.0054471 -0.213556 -0.151997
2110 0.0894359 -0.00585731 -0.205232 -0.121654
2115 0.112754 -0.0134125 -0.166456 -0.0671146
2120 0.127421 -0.0215899 -0.106525 -0.000694124
2125 0.132426 -0.031649 -0.0434806 0.057296
2130 0.124368 -0.0381956 0.00746559 0.0936377
2135 0.101763 -0.0353103 0.0387211 0.105173
2140 0.0702983 -0.0245585 0.0490018 0.0947416
2145 0.0428648 -0.0148153 0.042043 0.0700925
2150 0.0317986 -0.0133228 0.0252131 0.0436888
2155 0.0379731 -0.0190849 0.006483 0.0253712
2160 0.0511459 -0.0234665 -0.0086183 0.0190612
2165 0.0591259 -0.0161446 -0.0175504 0.0254308
2170 0.054434 0.00449423 -0.0205603 0.0383679
2175 0.0373942 0.0262326 -0.0212547 0.042372
2180 0.014289 0.0320839 -0.0238655 0.0225074
2185 -0.00912002 0.0103241 -0.0264703 -0.0252662
2190 -0.0313958 -0.0417641 -0.0221773 -0.0953372
2195 -0.053403 -0.114597 -0.00865368 -0.176653
2200 -0.0757254 -0.190174 0.00915459 -0.256745
2205 -0.099776 -0.251859 0.0247021 -0.326933
2210 -0.129 -0.289282 0.0343244 -0.383958
2215 -0.163794 -0.294694 0.0403617 -0.418126
2220 -0.196353 -0.262623 0.0461368 -0.41284
2225 -0.214989 -0.194743 0.0486779 -0.361053
2230 -0.211868 -0.101873 0.042069 -0.271672
2235 -0.186157 8.51313e-05 0.0262742 -0.159797
2240 -0.142387 0.0955649 0.0115415 -0.0352807
2245 -0.0863704 0.173274 0.0112481 0.0981515
2250 -0.0229356 0.229129 0.0291738 0.235367
2255 0.0411963 0.261333 0.0561952 0.358725
2260 0.0958558 0.266649 0.0781955 0.4407
2265 0.131984 0.243181 0.0869326 0.462098
2270 0.148037 0.19125 0.0843223 0.423609
2275 0.151476 0.113705 0.0768551 0.342036
2280 0.150996 0.0214254 0.0660352 0.238457
2285 0.149573 -0.0638499 0.0461055 0.131829
2290 0.143788 -0.119161 0.0131964 0.0378233
2295 0.127774 -0.13287 -0.0276693 -0.0327657
2300 0.102241 -0.108623 -0.0636282 -0.0700104
2305 0.0760342 -0.0615528 -0.0819881 -0.0675066
2310 0.0577488 -0.0102841 -0.0803127 -0.032848
2315 0.0504416 0.0322402 -0.067593 0.0150888
2320 0.054289 0.0626133 -0.0545546 0.0623477
2325 0.0687143 0.0819539 -0.0454319 0.105236
2330 0.0929621 0.0908953 -0.0384971 0.14536
2335 0.123255 0.0903801 -0.0342414 0.179394
2340 0.152199 0.0850418 -0.036754 0.200487
2345 0.172981 0.0833946 -0.0474784 0.208897
2350 0.182296 0.0909154 -0.0607574 0.212454
2355 0.177773 0.105538 -0.0649746 0.218337
2360 0.154817 0.123983 -0.0518693 0.226931
2365 0.1123 0.146371 -0.0222278 0.236442
2370 0.0590763 0.172524 0.0162417 0.247842
2375 0.00822945 0.196457 0.0515973 0.256283
2380 -0.0317992 0.206605 0.0719928 0.246799
2385 -0.0589912 0.190606 0.0715911 0.203206
2390 -0.0745264 0.142963 0.0520943 0.120531
2395 -0.0809332 0.070216 0.02071 0.00999281
2400 -0.0809425 -0.0134893 -0.0126619 -0.107094
2405 -0.0768945 -0.0959079 -0.0418155 -0.214618
2410 -0.0701242 -0.168718 -0.0682524 -0.307095
2415 -0.0589696 -0.22401 -0.0966032 -0.379583
2420 -0.0373623 -0.252098 -0.127264 -0.416724
2425 -3.55669e-05 -0.245174 -0.15505 -0.40026
2430 0.0485473 -0.206003 -0.1711 -0.328556
2435 0.0952356 -0.150517 -0.164473 -0.219754
2440 0.127664 -0.0971808 -0.127483 -0.097
2445 0.139488 -0.0555262 -0.0602201 0.0237417
2450 0.12817 -0.0276355 0.0292152 0.129749
2455 0.0914725 -0.0147757 0.128873 0.205569
2460 0.0309993 -0.0177133 0.225174 0.23846
2465 -0.0408472 -0.0331808 0.303061 0.229033
2470 -0.104419 -0.0526912 0.347843 0.190732
2475 -0.146402 -0.0661831 0.348503 0.135918
2480 -0.168697 -0.067984 0.303494 0.0668135
2485 -0.1817 -0.0598148 0.224206 -0.0173084
2490 -0.190277 -0.047892 0.128345 -0.109823
2495 -0.191371 -0.0347712 0.03057 -0.195572
2500 -0.182376 -0.0147274 -0.0610071 -0.258111
2505 -0.163946 0.019177 -0.140878 -0.285647
2510 -0.136827 0.0666106 -0.200351 -0.270568
2515 -0.101482 0.120475 -0.227789 -0.208796
2520 -0.0586076 0.169943 -0.215103 -0.103767
2525 -0.0121586 0.201676 -0.166093 0.023425
2530 0.0278003 0.202446 -0.0976191 0.132627
2535 0.0490992 0.166287 -0.0312528 0.184134
2540 0.043632 0.0986387 0.0175011 0.159772
2545 0.0138795 0.0120754 0.0425374 0.0684923
2550 -0.0257755 -0.0777204 0.0433682 -0.0601278
2555 -0.0591738 -0.154501 0.0207017 -0.192973
2560 -0.0793187 -0.206855 -0.0224279 -0.308602
2565 -0.0879335 -0.229097 -0.0773718 -0.394403
2570 -0.0884459 -0.221855 -0.129683 -0.439984
2575 -0.0794915 -0.194024 -0.162885 -0.4364
2580 -0.0544266 -0.160826 -0.169081 -0.384334
2585 -0.00908876 -0.1355 -0.152717 -0.297306
2590 0.0498704 -0.118362 -0.119299 -0.187791
2595 0.105084 -0.0983265 -0.0664853 -0.0597275
2600 0.139325 -0.0658643 0.00933525 0.0827963
2605 0.147336 -0.0198918 0.103121 0.230564
2610 0.135925 0.0349692 0.199187 0.370081
2615 0.113792 0.0938848 0.276359 0.484036
2620 0.0863404 0.15217 0.317053 0.555563
2625 0.0549219 0.202323 0.316134 0.573379
2630 0.018927 0.235977 0.28157 0.536473
2635 -0.0209628 0.247169 0.227689 0.453896
2640 -0.0629491 0.232087 0.164484 0.333622
2645 -0.105161 0.192752 0.0927329 0.180324
2650 -0.143875 0.139073 0.00993097 0.00512824
