# Time-averaged data for fix out_vacf
Step VACF_x VACF_y VACF_z VACF_total
365 0.182845 -0.205175 0.0633299 0.0409993
370 0.0751271 -0.158613 0.0932835 0.00979732
375 -0.0315087 -0.0994456 0.106152 -0.0248025
380 -0.121429 -0.0429252 0.108805 -0.05555
385 -0.184709 -0.000190015 0.110161 -0.0747378
390 -0.214922 0.0261415 0.113829 -0.0749522
395 -0.211104 0.0346696 0.117754 -0.0586808
400 -0.17942 0.0225035 0.118632 -0.0382851
405 -0.131854 -0.010653 0.116423 -0.0260833
410 -0.0807938 -0.0583763 0.114497 -0.0246735
415 -0.0357305 -0.10659 0.112861 -0.029459
420 -0.00332381 -0.135645 0.106804 -0.0321648
425 0.014501 -0.12791 0.0926059 -0.0208031
430 0.0201693 -0.0774203 0.0713681 0.014117
435 0.0163189 0.00983711 0.0456003 0.0717563
440 0.00142796 0.119701 0.0170478 0.138177
445 -0.029231 0.233101 -0.0134732 0.190397
450 -0.0732552 0.331612 -0.0451269 0.21323
455 -0.117693 0.399635 -0.0731438 0.208798
460 -0.150731 0.426019 -0.0896224 0.185666
465 -0.171131 0.409015 -0.0909091 0.146975
470 -0.181092 0.35609 -0.0812306 0.0937667
475 -0.178875 0.281563 -0.0687683 0.0339197
480 -0.161559 0.201978 -0.0594001 -0.0189816
485 -0.131446 0.131368 -0.0535151 -0.0535937
490 -0.0974711 0.0781113 -0.0463385 -0.0656983
495 -0.0713466 0.0417416 -0.034771 -0.064376
500 -0.0610222 0.0140538 -0.0232339 -0.0702023
505 -0.0660132 -0.0156692 -0.0187378 -0.10042
510 -0.0805833 -0.0546715 -0.0226438 -0.157899
515 -0.100791 -0.10432 -0.0306276 -0.235738
520 -0.124546 -0.159839 -0.0392324 -0.323618
525 -0.145735 -0.21226 -0.0492372 -0.407232
530 -0.153741 -0.253055 -0.0603068 -0.467102
535 -0.140286 -0.276737 -0.0645255 -0.481548
540 -0.103264 -0.27752 -0.0494207 -0.430204
545 -0.0467638 -0.249372 -0.00723672 -0.303372
550 0.0196693 -0.194186 0.0583207 -0.116195
555 0.0822324 -0.126302 0.131285 0.0872154
560 0.128202 -0.0634432 0.191429 0.256187
565 0.150939 -0.0134398 0.226858 0.364357
570 0.149691 0.0261245 0.235706 0.411521
575 0.127578 0.0596017 0.218383 0.405563
580 0.0923181 0.0885002 0.175036 0.355855
585 0.0539934 0.111254 0.110696 0.275943
590 0.0205334 0.126919 0.037743 0.185196
595 -0.00190993 0.137813 -0.0273888 0.108514
600 -0.00894343 0.14644 -0.0690408 0.0684553
605 -0.00164087 0.150375 -0.0800263 0.0687074
610 0.0143694 0.143846 -0.0680304 0.0901849
615 0.0353851 0.125014 -0.0524737 0.107926
620 0.0611755 0.0983443 -0.0532817 0.106238
625 0.0903063 0.0700838 -0.0802466 0.0801435
630 0.116853 0.0426864 -0.128189 0.0313505
635 0.131113 0.0148192 -0.181705 -0.0357733
640 0.12361 -0.0139944 -0.229422 -0.119806
645 0.0907583 -0.0420397 -0.269464 -0.220745
650 0.039341 -0.067279 -0.299902 -0.32784
655 -0.0140232 -0.0894094 -0.31419 -0.417623
660 -0.0519506 -0.107402 -0.304065 -0.463417
665 -0.0678686 -0.115252 -0.26524 -0.448361
670 -0.0644039 -0.105444 -0.204062 -0.37391
675 -0.0419693 -0.0757908 -0.134637 -0.252397
680 0.00153771 -0.0307741 -0.0671053 -0.0963417
685 0.0614465 0.019541 -0.00207058 0.0789169
690 0.124075 0.0614823 0.0660912 0.251648
695 0.173216 0.0821305 0.139412 0.394758
700 0.197474 0.0746207 0.210349 0.482444
705 0.194195 0.0413765 0.266288 0.50186
710 0.166934 -0.00817383 0.296576 0.455336
715 0.122418 -0.0637314 0.295829 0.354515
720 0.0722698 -0.116833 0.264818 0.220255
725 0.0303644 -0.157712 0.209389 0.0820417
730 0.0073936 -0.173585 0.138457 -0.0277338
735 0.00622548 -0.156529 0.0636287 -0.0866745
740 0.0194662 -0.111067 -0.00366393 -0.0952645
745 0.0298259 -0.0521682 -0.0564553 -0.0787976
750 0.0196564 0.00356962 -0.0893238 -0.0660978
755 -0.0144213 0.0455766 -0.0953246 -0.0641692
760 -0.0603338 0.0686263 -0.0707097 -0.0624172
765 -0.104063 0.0705056 -0.0221926 -0.0557495
770 -0.141681 0.0550581 0.0323552 -0.0542677
775 -0.176587 0.0330065 0.0717292 -0.0718517
780 -0.206245 0.0150255 0.0831544 -0.108065
785 -0.220449 0.00553573 0.0679188 -0.146995
790 -0.209706 0.00188095 0.0363267 -0.171498
795 -0.170373 -0.000773339 -0.00117329 -0.17232
800 -0.106219 -0.00131681 -0.0373449 -0.144881
805 -0.0275688 0.00713651 -0.0651799 -0.0856121
810 0.0527401 0.030108 -0.079718 0.00313011
815 0.124182 0.0648887 -0.0798353 0.109235
820 0.182134 0.0995666 -0.0660024 0.215699
825 0.226287 0.120757 -0.0412812 0.305763
830 0.256636 0.12343 -0.0153841 0.364682
835 0.272912 0.113361 -0.00207216 0.384201
840 0.276279 0.099092 -0.0100259 0.365345
845 0.268824 0.083838 -0.0372301 0.315432
850 0.251138 0.0643476 -0.0759326 0.239553
855 0.221028 0.0395664 -0.11713 0.143464
860 0.173223 0.0163513 -0.150123 0.0394518
865 0.102855 0.00234502 -0.167008 -0.0618082
870 0.0113408 -0.00517712 -0.166749 -0.160585
875 -0.094162 -0.0198974 -0.151848 -0.265908
880 -0.203918 -0.0564694 -0.122967 -0.383354
885 -0.307704 -0.116928 -0.0801196 -0.504752
890 -0.39523 -0.188681 -0.0274068 -0.611318
895 -0.452693 -0.255185 0.0262991 -0.681579
900 -0.466744 -0.305672 0.0710764 -0.70134
905 -0.433551 -0.335548 0.102617 -0.666483
910 -0.360544 -0.338073 0.127161 -0.571456
915 -0.260089 -0.300982 0.155607 -0.405464
920 -0.145505 -0.21765 0.190535 -0.172619
925 -0.0317653 -0.10019 0.221678 0.0897229
930 0.065223 0.0230979 0.234055 0.322376
935 0.132592 0.123277 0.218456 0.474324
940 0.167117 0.18424 0.17897 0.530328
945 0.175335 0.205207 0.130992 0.511534
950 0.166814 0.194452 0.0890474 0.450313
955 0.149085 0.160343 0.0560627 0.365491
960 0.127785 0.112005 0.0279851 0.267775
965 0.11075 0.0642869 0.00167296 0.17671
970 0.108961 0.0331068 -0.0247419 0.117326
975 0.131977 0.0258342 -0.0529519 0.104859
980 0.18092 0.0382283 -0.0819662 0.137182
985 0.243801 0.0577284 -0.106292 0.195237
990 0.300664 0.067759 -0.121708 0.246715
995 0.333025 0.0545217 -0.130666 0.25688
1000 0.328859 0.0155482 -0.135464 0.208943
1005 0.283869 -0.0405858 -0.133055 0.110228
1010 0.202914 -0.104129 -0.117677 -0.0188912
1015 0.0996341 -0.167378 -0.0840477 -0.151792
1020 -0.00961071 -0.217216 -0.0319207 -0.258747
1025 -0.111084 -0.23268 0.0307117 -0.313052
1030 -0.193861 -0.198027 0.0887789 -0.303109
1035 -0.249849 -0.115989 0.126863 -0.238976
1040 -0.275516 -0.00488923 0.139726 -0.140679
1045 -0.269649 0.112452 0.133682 -0.0235141
1050 -0.230832 0.218728 0.115245 0.103141
1055 -0.16269 0.304004 0.0836354 0.224949
1060 -0.0785411 0.359277 0.0353526 0.316089
1065 0.00227725 0.372285 -0.0295816 0.34498
1070 0.0614405 0.333058 -0.105199 0.2893
1075 0.0875466 0.243773 -0.178585 0.152735
1080 0.0792405 0.12025 -0.236338 -0.0368477
1085 0.0444902 -0.0164778 -0.272636 -0.244624
1090 -0.00424342 -0.147201 -0.290337 -0.441781
1095 -0.0556773 -0.254466 -0.295487 -0.60563
1100 -0.101003 -0.32501 -0.290383 -0.716396
1105 -0.133972 -0.353341 -0.272594 -0.759907
1110 -0.152674 -0.340191 -0.239436 -0.732301
1115 -0.158101 -0.289504 -0.190513 -0.638118
1120 -0.150929 -0.209688 -0.129138 -0.489755
1125 -0.13038 -0.115381 -0.0610787 -0.30684
1130 -0.0952151 -0.0212275 0.00899395 -0.107449
1135 -0.0469978 0.0643942 0.0756054 0.0930018
1140 0.00863383 0.138888 0.128503 0.276024
1145 0.0628643 0.200934 0.155763 0.419562
1150 0.106349 0.246541 0.151978 0.504869
1155 0.134095 0.268276 0.125027 0.527398
1160 0.150284 0.258921 0.0923112 0.501516
1165 0.163966 0.219116 0.0680012 0.451084
1170 0.1795 0.160213 0.0577543 0.397467
1175 0.19527 0.0976806 0.0636247 0.356575
1180 0.207394 0.0415223 0.0887875 0.337704
1185 0.211909 -0.00573099 0.134898 0.341076
1190 0.205207 -0.042247 0.196791 0.359751
1195 0.182957 -0.0666512 0.262616 0.378922
1200 0.140538 -0.0821711 0.31705 0.375418
1205 0.0750698 -0.0931085 0.344986 0.326948
1210 -0.0109792 -0.0981058 0.337474 0.228388
1215 -0.110164 -0.0890816 0.296897 0.0976516
1220 -0.210958 -0.0597141 0.235023 -0.035649
1225 -0.297659 -0.0120092 0.165016 -0.144652
1230 -0.354205 0.0467806 0.0970386 -0.210386
1235 -0.370711 0.108089 0.0380159 -0.224606
1240 -0.347067 0.162736 -0.00681272 -0.191144
1245 -0.289956 0.201912 -0.0346178 -0.122662
1250 -0.208446 0.217905 -0.047346 -0.0378866
1255 -0.112183 0.201712 -0.0492174 0.0403119
1260 -0.0111967 0.149208 -0.0435143 0.0944972
1265 0.0814782 0.0721481 -0.0334074 0.120219
1270 0.148287 -0.00624581 -0.0214989 0.120543
1275 0.176736 -0.0664084 -0.00930097 0.101027
1280 0.1695 -0.0988264 0.0011936 0.071867
1285 0.140973 -0.103091 0.00807648 0.0459578
1290 0.106319 -0.0847319 0.0115418 0.033129
1295 0.0752082 -0.0513473 0.0115058 0.0353667
1300 0.0517432 -0.012315 0.00379523 0.0432234
1305 0.0384888 0.019173 -0.0159178 0.0417439
1310 0.0384579 0.030977 -0.0445174 0.0249175
1315 0.0515486 0.0197968 -0.0714975 -0.000152178
1320 0.0729728 -0.00566871 -0.0845717 -0.0172676
1325 0.0951808 -0.0289682 -0.0764329 -0.0102203
1330 0.112764 -0.0379717 -0.0508035 0.0239885
1335 0.123868 -0.0317481 -0.0195953 0.0725248
1340 0.124818 -0.0170231 0.00888128 0.116676
1345 0.110054 -0.00131893 0.0341658 0.142901
1350 0.0767613 0.0132384 0.0561281 0.146128
1355 0.0269387 0.0290137 0.0697107 0.125663
1360 -0.0308812 0.0468938 0.0678942 0.0839068
1365 -0.0842617 0.0641488 0.0491975 0.0290846
1370 -0.121817 0.0774982 0.0201459 -0.0241727
1375 -0.13552 0.0852937 -0.0126789 -0.0629047
1380 -0.124831 0.0851299 -0.0497245 -0.0894257
1385 -0.0964446 0.075869 -0.0898739 -0.11045
1390 -0.0579548 0.060676 -0.120626 -0.117905
1395 -0.0186723 0.043704 -0.123011 -0.0979794
1400 0.00774378 0.0285089 -0.0877236 -0.0514709
1405 0.0098463 0.0165303 -0.0240689 0.00230773
1410 -0.0113921 0.00411226 0.0476412 0.0403614
1415 -0.041858 -0.0134857 0.1086 0.0532559
1420 -0.0649848 -0.0358004 0.150306 0.0495208
1425 -0.0734207 -0.0585621 0.172661 0.0406782
1430 -0.0685819 -0.0785518 0.174389 0.0272552
1435 -0.0531388 -0.0963805 0.149443 -7.65218e-05
1440 -0.0268305 -0.115006 0.0934222 -0.0484147
1445 0.0106226 -0.135537 0.0116118 -0.113303
1450 0.05498 -0.153709 -0.0797654 -0.178494
1455 0.0976976 -0.163071 -0.159883 -0.225257
1460 0.128989 -0.162813 -0.214726 -0.24855
1465 0.141 -0.154994 -0.241833 -0.255827
1470 0.130581 -0.135288 -0.2443 -0.249007
1475 0.0992232 -0.0939478 -0.223008 -0.217733
1480 0.0531467 -0.0273895 -0.177992 -0.152235
1485 0.00441086 0.0562655 -0.116338 -0.0556613
1490 -0.0340894 0.143127 -0.0513107 0.0577272
1495 -0.0536541 0.221594 0.0073462 0.175286
1500 -0.0499539 0.28606 0.0575803 0.293687
1505 -0.0268231 0.334825 0.10219 0.410192
1510 0.00204133 0.363261 0.145291 0.510594
1515 0.0217492 0.362609 0.189318 0.573676
1520 0.0235252 0.327722 0.231935 0.583182
1525 0.00531836 0.261637 0.265644 0.532599
1530 -0.0297901 0.172797 0.281042 0.424049
1535 -0.0751651 0.074044 0.27161 0.270489
1540 -0.124443 -0.0183018 0.235586 0.0928417
1545 -0.175359 -0.089828 0.176302 -0.0888848
1550 -0.224956 -0.13499 0.100552 -0.259394
1555 -0.263269 -0.157437 0.0146981 -0.406007
1560 -0.274716 -0.163114 -0.0737921 -0.511622
1565 -0.247773 -0.157059 -0.154008 -0.55884
1570 -0.183827 -0.144043 -0.214671 -0.542541
1575 -0.0964632 -0.131349 -0.247124 -0.474936
1580 -0.00449587 -0.129834 -0.247989 -0.382319
1585 0.0756866 -0.146312 -0.2236 -0.294225
1590 0.135258 -0.175204 -0.188959 -0.228905
1595 0.172921 -0.203022 -0.159688 -0.189789
1600 0.189872 -0.219498 -0.143772 -0.173398
1605 0.186169 -0.219753 -0.13664 -0.170224
1610 0.16127 -0.19972 -0.126599 -0.165049
1615 0.118016 -0.156303 -0.105054 -0.143341
1620 0.064817 -0.0926808 -0.0702824 -0.0981462
1625 0.0115325 -0.018795 -0.0277133 -0.0349757
1630 -0.0342037 0.050979 0.0105337 0.027309
1635 -0.0697838 0.100964 0.0301838 0.0613639
1640 -0.0974571 0.123383 0.0214964 0.0474227
1645 -0.11874 0.123758 -0.0179681 -0.0129501
1650 -0.130027 0.112529 -0.0818544 -0.0993529
1655 -0.127843 0.096903 -0.154058 -0.184998
1660 -0.116217 0.0824901 -0.214197 -0.247923
1665 -0.101594 0.0764973 -0.245397 -0.270493
1670 -0.0840174 0.0834396 -0.23896 -0.239537
1675 -0.0588195 0.0999571 -0.195972 -0.154834
1680 -0.0254074 0.118066 -0.125998 -0.0333397
1685 0.00782624 0.131554 -0.0421304 0.0972501
1690 0.026725 0.13718 0.0435833 0.207488
1695 0.0224734 0.131895 0.12138 0.275749
1700 -0.00120812 0.115033 0.185918 0.299744
1705 -0.0336449 0.0896709 0.235119 0.291145
1710 -0.0683044 0.0584239 0.2655 0.25562
1715 -0.102188 0.0204177 0.273158 0.191388
1720 -0.13017 -0.0268181 0.257061 0.100073
1725 -0.148481 -0.0814635 0.218783 -0.0111621
1730 -0.155743 -0.13324 0.163003 -0.12598
1735 -0.147906 -0.166422 0.0982197 -0.216108
1740 -0.118053 -0.171555 0.034899 -0.254709
1745 -0.0632958 -0.153928 -0.0188037 -0.236027
1750 0.00925116 -0.128494 -0.0582235 -0.177466
1755 0.0834897 -0.107301 -0.0813254 -0.105137
1760 0.143071 -0.0928584 -0.0890007 -0.0387878
1765 0.179873 -0.082236 -0.0855156 0.0121219
1770 0.194022 -0.0757276 -0.0774113 0.040883
1775 0.187487 -0.0780024 -0.0715276 0.0379569
1780 0.16389 -0.0903965 -0.0722144 0.0012794
1785 0.132488 -0.103628 -0.080546 -0.0516859
1790 0.105472 -0.100714 -0.0959859 -0.091228
1795 0.0874577 -0.06956 -0.114144 -0.0962466
1800 0.0736821 -0.0116749 -0.124981 -0.0629741
1805 0.0581524 0.0571435 -0.118755 -0.00345953
1810 0.0395445 0.114692 -0.093536 0.0607005
1815 0.0193927 0.144319 -0.055831 0.10788
1820 -0.000839952 0.141476 -0.0147036 0.125932
1825 -0.0203637 0.110361 0.0228532 0.112851
1830 -0.0366868 0.0574021 0.0535021 0.0742173
1835 -0.0435701 -0.00757634 0.0763035 0.0251571
1840 -0.0356248 -0.0688812 0.0894451 -0.0150608
1845 -0.0111917 -0.108583 0.0899572 -0.0298172
1850 0.03108 -0.116962 0.0761425 -0.00974
1855 0.0918699 -0.0959199 0.0512513 0.0472013
1860 0.167731 -0.0535549 0.0235894 0.137766
1865 0.249288 0.00213359 0.00180584 0.253227
1870 0.319869 0.0618587 -0.00979342 0.371934
1875 0.359046 0.11399 -0.00996329 0.463072
1880 0.356038 0.146454 6.50456e-05 0.502557
1885 0.314669 0.151049 0.0162099 0.481928
1890 0.243688 0.130694 0.0342114 0.408594
1895 0.150159 0.0988784 0.0530863 0.302124
1900 0.0417809 0.0687655 0.0722006 0.182747
1905 -0.0711801 0.0468366 0.0861565 0.061813
1910 -0.178294 0.0323293 0.0852806 -0.0606846
1915 -0.269682 0.0174263 0.0648798 -0.187376
1920 -0.335173 -0.00708217 0.0320116 -0.310243
1925 -0.36601 -0.0437971 -0.000411856 -0.410219
1930 -0.357718 -0.0884123 -0.0231197 -0.46925
1935 -0.312023 -0.134095 -0.0335307 -0.479649
1940 -0.235712 -0.171265 -0.0327695 -0.439747
1945 -0.139241 -0.185791 -0.0250429 -0.350075
1950 -0.0366023 -0.167656 -0.0168987 -0.221157
1955 0.0570049 -0.119502 -0.0122386 -0.074736
1960 0.12649 -0.0538872 -0.00946924 0.0631336
1965 0.160342 0.0132393 -0.00617949 0.167402
1970 0.156386 0.0639759 -0.00329313 0.217069
1975 0.123641 0.0814179 -0.0029472 0.202111
1980 0.0785493 0.0567345 -0.00681847 0.128465
1985 0.0373486 -0.0057798 -0.0136455 0.0179234
1990 0.00862548 -0.089131 -0.0186656 -0.0991711
1995 -0.00711006 -0.171695 -0.018282 -0.197087
2000 -0.0109425 -0.238103 -0.0130484 -0.262094
2005 -0.00310543 -0.280219 -0.00612078 -0.289446
2010 0.012967 -0.292577 -0.00130819 -0.280918
2015 0.0278879 -0.273454 0.000745688 -0.244821
2020 0.031441 -0.225888 0.00524196 -0.189205
2025 0.0220632 -0.155302 0.0163856 -0.116853
2030 0.00594391 -0.0713486 0.0298404 -0.0355643
2035 -0.0121409 0.0114195 0.0386853 0.0379639
2040 -0.0303169 0.0785511 0.0435428 0.091777
2045 -0.0441859 0.122537 0.0534652 0.131817
2050 -0.0465987 0.145113 0.0764465 0.174961
2055 -0.0338038 0.150929 0.112626 0.229751
2060 -0.00941731 0.141026 0.15376 0.285368
2065 0.0156478 0.115666 0.187115 0.318429
2070 0.0298641 0.0799776 0.203307 0.313149
2075 0.0311289 0.0433551 0.200951 0.275435
2080 0.0253685 0.0174198 0.183426 0.226214
2085 0.0159217 0.0143323 0.152029 0.182283
2090 0.000544992 0.0403445 0.105712 0.146601
2095 -0.0232525 0.0900757 0.0473055 0.114129
2100 -0.0539665 0.14903 -0.0148119 0.0802513
2105 -0.0861199 0.2015 -0.0689365 0.046444
2110 -0.114334 0.234871 -0.104553 0.0159836
2115 -0.135825 0.239753 -0.1185 -0.0145721
2120 -0.147296 0.211432 -0.113666 -0.0495304
2125 -0.14547 0.151874 -0.0918601 -0.0854558
2130 -0.130358 0.0696997 -0.0531168 -0.113775
2135 -0.105696 -0.0233137 -0.00118819 -0.130198
2140 -0.0779831 -0.114443 0.055832 -0.136594
2145 -0.0522448 -0.190034 0.110143 -0.132136
2150 -0.0301767 -0.239952 0.154089 -0.116039
2155 -0.013222 -0.260939 0.175796 -0.0983652
2160 -0.00094625 -0.253404 0.161923 -0.0924275
2165 0.0114655 -0.220222 0.109247 -0.0995094
2170 0.0300477 -0.168759 0.0277306 -0.11098
2175 0.0568303 -0.110048 -0.0684932 -0.121711
2180 0.0890444 -0.0554472 -0.166806 -0.133209
2185 0.122947 -0.00950541 -0.253583 -0.140142
2190 0.157221 0.0288369 -0.313418 -0.12736
2195 0.193801 0.0589728 -0.334505 -0.0817312
2200 0.231952 0.0766754 -0.314873 -0.00624642
2205 0.263472 0.0777159 -0.264014 0.0771742
2210 0.275682 0.0639258 -0.195972 0.143635
2215 0.258951 0.0446883 -0.122433 0.181206
2220 0.211657 0.0331611 -0.0513511 0.193467
2225 0.139823 0.0386937 0.0090453 0.187562
2230 0.0516296 0.0612777 0.0495031 0.16241
2235 -0.0455266 0.0926824 0.0674505 0.114606
2240 -0.140385 0.122452 0.0686506 0.0507182
2245 -0.217706 0.143856 0.0617462 -0.0121038
2250 -0.264975 0.154767 0.0560555 -0.0541517
2255 -0.278458 0.155804 0.0587324 -0.0639221
2260 -0.262867 0.149683 0.0696129 -0.0435708
2265 -0.225729 0.13995 0.081902 -0.00387727
2270 -0.176587 0.126251 0.0879362 0.0376001
2275 -0.125599 0.106192 0.0842947 0.0648874
2280 -0.080582 0.0823153 0.0721067 0.07384
2285 -0.0462528 0.0605355 0.0553041 0.0695869
2290 -0.0253657 0.0430087 0.0386923 0.0563352
2295 -0.0195179 0.0274651 0.0251842 0.0331314
2300 -0.0280148 0.0136633 0.0137221 -0.000629464
2305 -0.0458057 0.00415226 0.00340237 -0.0382511
2310 -0.062669 -0.00026375 -0.00429414 -0.0672269
2315 -0.0664876 0.00187636 -0.00940211 -0.0740133
2320 -0.0483487 0.0154041 -0.013756 -0.0467005
2325 -0.00640232 0.0436888 -0.0186036 0.0186828
2330 0.0521724 0.0862471 -0.0254646 0.112955
2335 0.114922 0.137625 -0.0381717 0.214375
2340 0.170195 0.18804 -0.0593926 0.298843
2345 0.210171 0.226704 -0.0834509 0.353424
2350 0.228116 0.246431 -0.0986217 0.375925
2355 0.216057 0.245255 -0.0981268 0.363186
2360 0.171716 0.220996 -0.0859879 0.306724
2365 0.105056 0.168044 -0.074073 0.199026
2370 0.0349214 0.0829173 -0.0728935 0.0449452
2375 -0.0247191 -0.0303615 -0.0843349 -0.139416
2380 -0.0731508 -0.161428 -0.102167 -0.336746
2385 -0.112734 -0.295243 -0.116308 -0.524286
2390 -0.136282 -0.414058 -0.118239 -0.668578
2395 -0.134788 -0.500157 -0.106198 -0.741143
2400 -0.10993 -0.537208 -0.0844997 -0.731638
2405 -0.0716864 -0.512965 -0.059689 -0.64434
2410 -0.0288218 -0.427028 -0.0383202 -0.49417
2415 0.0144531 -0.294539 -0.0229158 -0.303002
2420 0.0531787 -0.141925 -0.00953294 -0.0982789
2425 0.0775384 -0.000555144 0.00858836 0.0855716
2430 0.0789205 0.105056 0.0339242 0.2179
2435 0.0596983 0.166569 0.0605584 0.286826
2440 0.0340139 0.185861 0.0808947 0.300769
2445 0.0186059 0.166905 0.0959558 0.281467
2450 0.0223901 0.11805 0.111375 0.251815
2455 0.0429604 0.056159 0.124526 0.223646
2460 0.0703537 0.000106768 0.123577 0.194037
2465 0.0933072 -0.0405558 0.101406 0.154157
2470 0.106518 -0.0674763 0.0683438 0.107385
2475 0.111649 -0.0855594 0.0434143 0.0695036
2480 0.110871 -0.0971776 0.0352855 0.048979
2485 0.102937 -0.101932 0.0411185 0.0421231
2490 0.0888459 -0.100732 0.0586693 0.0467828
2495 0.0735568 -0.0972159 0.0906055 0.0669464
2500 0.0599788 -0.0939064 0.135058 0.101131
2505 0.0462 -0.0891288 0.178756 0.135827
2510 0.029925 -0.0797527 0.203475 0.153648
2515 0.0128125 -0.0661415 0.194821 0.141492
2520 -0.00164474 -0.052492 0.146065 0.0919281
2525 -0.0141654 -0.0404518 0.0602437 0.00562653
2530 -0.0287926 -0.0275437 -0.0469424 -0.103279
2535 -0.0448851 -0.011528 -0.149056 -0.205469
2540 -0.0559938 0.00543206 -0.22282 -0.273381
2545 -0.0548252 0.0170526 -0.259684 -0.297457
2550 -0.0372669 0.0199972 -0.261171 -0.278441
2555 -0.00661872 0.0177923 -0.231089 -0.219916
2560 0.0262011 0.018638 -0.175234 -0.130395
2565 0.049705 0.0290895 -0.105025 -0.0262308
2570 0.0581843 0.0487958 -0.0385059 0.0684743
2575 0.0498573 0.0699726 0.00722164 0.127051
2580 0.0231346 0.0812222 0.0224368 0.126794
2585 -0.021012 0.0744878 0.00591424 0.0593901
2590 -0.0759385 0.051807 -0.0354423 -0.0595738
2595 -0.131496 0.0249378 -0.0877924 -0.194351
2600 -0.177421 0.00627748 -0.134391 -0.305535
2605 -0.207 0.00230148 -0.159612 -0.36431
2610 -0.215423 0.0144984 -0.151142 -0.352067
2615 -0.196085 0.0426328 -0.105405 -0.258857
2620 -0.144383 0.0859439 -0.0321011 -0.0905398
2625 -0.0663387 0.143904 0.0505353 0.1281
2630 0.0191506 0.21453 0.1248 0.35848
