# Time-averaged data for fix out_vacf
Step VACF_x VACF_y VACF_z VACF_total
755 0.0807434 0.0346875 -0.10831 0.00712078
760 -0.00827039 0.0729225 -0.0669062 -0.00225405
765 -0.094616 0.105404 -0.0111002 -0.000312412
770 -0.171484 0.126345 0.0440067 -0.00113207
775 -0.223837 0.132452 0.083014 -0.00837044
780 -0.240453 0.12677 0.098682 -0.0150019
785 -0.221836 0.115501 0.0897577 -0.016577
790 -0.174589 0.101752 0.057997 -0.0148403
795 -0.104578 0.0839146 0.00974506 -0.0109187
800 -0.016946 0.0600116 -0.0455084 -0.00244282
805 0.0794396 0.030937 -0.097867 0.0125096
810 0.17066 -0.00163926 -0.138098 0.0309229
815 0.242414 -0.0358601 -0.157646 0.0489074
820 0.284081 -0.0663108 -0.150574 0.0671963
825 0.291981 -0.0845269 -0.116285 0.0911694
830 0.269645 -0.0833062 -0.0596708 0.126668
835 0.223863 -0.061622 0.00711234 0.169354
840 0.162836 -0.0245105 0.0676856 0.206011
845 0.095621 0.0204979 0.111345 0.227464
850 0.0290819 0.0669114 0.135266 0.231259
855 -0.0319436 0.110169 0.139926 0.218151
860 -0.0820036 0.145987 0.12589 0.189874
865 -0.116257 0.169533 0.0955519 0.148828
870 -0.1345 0.179335 0.0546051 0.0994408
875 -0.14349 0.176934 0.0130128 0.0464565
880 -0.14929 0.160981 -0.0170018 -0.00531102
885 -0.148675 0.126186 -0.0284308 -0.0509199
890 -0.131866 0.0669556 -0.0243323 -0.0892425
895 -0.0948014 -0.0152104 -0.0116087 -0.12162
900 -0.0460024 -0.107527 0.00926882 -0.144261
905 0.000416052 -0.189184 0.045645 -0.143122
910 0.0369577 -0.240644 0.102497 -0.101189
915 0.0648922 -0.251827 0.175856 -0.0110788
920 0.0841356 -0.22367 0.252017 0.112483
925 0.0873405 -0.164951 0.309879 0.232268
930 0.0702202 -0.0906814 0.330708 0.310247
935 0.0430136 -0.020311 0.307939 0.330641
940 0.0241982 0.0272579 0.247392 0.298848
945 0.0231015 0.042226 0.164827 0.230155
950 0.0328124 0.0277043 0.0815157 0.142032
955 0.0397668 -0.00285783 0.0125487 0.0494576
960 0.0370841 -0.0344645 -0.0401724 -0.0375528
965 0.0258793 -0.0588316 -0.0827241 -0.115676
970 0.00554122 -0.074878 -0.119671 -0.189008
975 -0.0297847 -0.0821646 -0.150382 -0.262331
980 -0.0830614 -0.0755751 -0.172974 -0.33161
985 -0.147423 -0.0505702 -0.187842 -0.385836
990 -0.206819 -0.0109154 -0.19525 -0.412984
995 -0.245117 0.0342414 -0.192416 -0.403292
1000 -0.253106 0.0762606 -0.176155 -0.353001
1005 -0.228169 0.107713 -0.149524 -0.26998
1010 -0.174036 0.121879 -0.121692 -0.173848
1015 -0.100779 0.114065 -0.100331 -0.0870446
1020 -0.023994 0.0862442 -0.0864796 -0.0242294
1025 0.0384867 0.0497104 -0.0765301 0.011667
1030 0.0742559 0.0190518 -0.0643483 0.0289594
1035 0.082077 -9.78703e-06 -0.0447047 0.0373625
1040 0.0700103 -0.0119342 -0.018377 0.0396991
1045 0.0472132 -0.0191823 0.0088079 0.0368388
1050 0.0215514 -0.0176509 0.0293887 0.0332892
1055 0.0059123 -0.00288026 0.0382473 0.0412793
1060 0.0139651 0.0251915 0.0379144 0.077071
1065 0.0463763 0.060122 0.0379082 0.144406
1070 0.089994 0.0925486 0.0467933 0.229336
1075 0.130208 0.119164 0.0653983 0.314771
1080 0.161462 0.143769 0.0866912 0.391922
1085 0.188611 0.170588 0.10461 0.463808
1090 0.219834 0.201539 0.121683 0.543056
1095 0.256584 0.238312 0.142493 0.637388
1100 0.291634 0.279889 0.164849 0.736372
1105 0.312272 0.317094 0.183597 0.812963
1110 0.306461 0.333554 0.192748 0.832763
1115 0.269956 0.315336 0.186247 0.771539
1120 0.208626 0.259564 0.162794 0.630984
1125 0.132585 0.174359 0.125104 0.432049
1130 0.0512314 0.0724325 0.0794892 0.203153
1135 -0.0239359 -0.0332463 0.0337185 -0.0234637
1140 -0.0775276 -0.12904 -0.00625301 -0.21282
1145 -0.100323 -0.201937 -0.0361333 -0.338393
1150 -0.0973655 -0.243662 -0.0537515 -0.394779
1155 -0.0811236 -0.257414 -0.0622346 -0.400772
1160 -0.0625939 -0.256934 -0.0701833 -0.389711
1165 -0.0485305 -0.253631 -0.0844193 -0.38658
1170 -0.0435383 -0.246502 -0.102873 -0.392913
1175 -0.0549333 -0.227937 -0.118482 -0.401352
1180 -0.0864359 -0.196643 -0.127814 -0.410893
1185 -0.127719 -0.160152 -0.134252 -0.422124
1190 -0.159429 -0.129104 -0.145301 -0.433834
1195 -0.167768 -0.110148 -0.163551 -0.441467
1200 -0.150745 -0.101089 -0.182466 -0.434301
1205 -0.116268 -0.0924936 -0.192341 -0.401103
1210 -0.0765641 -0.0742118 -0.189891 -0.340667
1215 -0.0428604 -0.041349 -0.183222 -0.267431
1220 -0.025146 0.00114946 -0.181038 -0.205035
1225 -0.0328108 0.0411502 -0.176411 -0.168072
1230 -0.0688126 0.0668658 -0.152587 -0.154534
1235 -0.125038 0.0692863 -0.105128 -0.16088
1240 -0.187334 0.0468699 -0.0484498 -0.188913
1245 -0.241641 0.00676542 -0.00211876 -0.236994
1250 -0.275231 -0.0410745 0.0245528 -0.291753
1255 -0.279076 -0.0884942 0.0366968 -0.330873
1260 -0.252116 -0.128232 0.0423969 -0.337951
1265 -0.200285 -0.15144 0.0419404 -0.309785
1270 -0.13014 -0.147171 0.0323313 -0.244979
1275 -0.0466747 -0.107621 0.0150957 -0.1392
1280 0.045256 -0.0370367 -0.00670666 0.00151258
1285 0.139134 0.049411 -0.0323079 0.156237
1290 0.222024 0.134809 -0.0571121 0.299721
1295 0.273731 0.205526 -0.0723535 0.406904
1300 0.275851 0.25309 -0.0689982 0.459943
1305 0.225655 0.275895 -0.0410795 0.46047
1310 0.13944 0.277496 0.0093796 0.426316
1315 0.0431265 0.263665 0.0719667 0.378758
1320 -0.0404582 0.238981 0.133259 0.331782
1325 -0.102648 0.202965 0.181121 0.281438
1330 -0.14665 0.151139 0.211379 0.215868
1335 -0.175119 0.0788703 0.229364 0.133115
1340 -0.182548 -0.0145017 0.240268 0.0432191
1345 -0.159546 -0.121504 0.242221 -0.0388301
1350 -0.103431 -0.228971 0.232055 -0.100348
1355 -0.0231444 -0.326185 0.214131 -0.135198
1360 0.0668645 -0.407727 0.197644 -0.143218
1365 0.153559 -0.468232 0.185666 -0.129006
1370 0.221861 -0.499945 0.171699 -0.106385
1375 0.253826 -0.496995 0.148162 -0.0950071
1380 0.238219 -0.459797 0.115439 -0.106139
1385 0.176206 -0.392793 0.0797983 -0.136789
1390 0.0793511 -0.299545 0.0482685 -0.171926
1395 -0.0319505 -0.183845 0.0275029 -0.188292
1400 -0.130744 -0.0549573 0.0211165 -0.164585
1405 -0.195415 0.073475 0.0256339 -0.0963067
1410 -0.223026 0.189281 0.0285249 -0.00521941
1415 -0.226601 0.284772 0.0159351 0.0741061
1420 -0.218755 0.354387 -0.0159467 0.119685
1425 -0.200042 0.395445 -0.060158 0.135246
1430 -0.162613 0.409931 -0.106433 0.140885
1435 -0.104598 0.400517 -0.146468 0.149451
1440 -0.0365737 0.366352 -0.172564 0.157215
1445 0.0295086 0.307044 -0.175618 0.160935
1450 0.0913569 0.227186 -0.148815 0.169728
1455 0.15428 0.135634 -0.096683 0.193231
1460 0.220719 0.0438347 -0.0373454 0.227209
1465 0.281589 -0.0361949 0.00926915 0.254664
1470 0.319189 -0.0978328 0.0356012 0.256957
1475 0.321519 -0.142847 0.0478402 0.226512
1480 0.291377 -0.176184 0.0539983 0.16919
1485 0.239995 -0.200318 0.0572183 0.0968961
1490 0.175156 -0.212503 0.0595063 0.0221595
1495 0.100087 -0.208473 0.065219 -0.043167
1500 0.0229551 -0.186162 0.0775482 -0.0856587
1505 -0.0391088 -0.143156 0.0920702 -0.0901945
1510 -0.0709385 -0.0795578 0.099786 -0.0507102
1515 -0.072071 -0.0045103 0.0953919 0.0188106
1520 -0.0532482 0.0664295 0.081076 0.0942573
1525 -0.0247752 0.120361 0.0624916 0.158077
1530 0.00935967 0.152838 0.0430396 0.205237
1535 0.0503075 0.166206 0.0249025 0.241416
1540 0.0979853 0.165329 0.0113691 0.274683
1545 0.144927 0.155901 0.00580531 0.306634
1550 0.178308 0.141759 0.00802235 0.328089
1555 0.186738 0.123042 0.0116207 0.321401
1560 0.166165 0.0987775 0.00706482 0.272008
1565 0.118582 0.0709 -0.00912612 0.180356
1570 0.0512705 0.0433017 -0.0317053 0.0628669
1575 -0.0243586 0.0191616 -0.0521574 -0.0573544
1580 -0.09644 0.00175191 -0.063473 -0.158161
1585 -0.15529 -0.00437395 -0.0606071 -0.220271
1590 -0.193923 0.00258221 -0.0422098 -0.233551
1595 -0.208149 0.0165754 -0.0129777 -0.204551
1600 -0.198732 0.0268792 0.0179301 -0.153923
1605 -0.171554 0.023976 0.0399183 -0.10766
1610 -0.134517 0.0021938 0.0460581 -0.086265
1615 -0.0999685 -0.0391281 0.0382648 -0.100832
1620 -0.0826993 -0.0956466 0.0223731 -0.155973
1625 -0.0896919 -0.158204 -0.000272318 -0.248168
1630 -0.114996 -0.21178 -0.0317957 -0.358572
1635 -0.144215 -0.239692 -0.0718831 -0.45579
1640 -0.163311 -0.233302 -0.115915 -0.512528
1645 -0.164121 -0.195773 -0.157445 -0.517339
1650 -0.143738 -0.134786 -0.191809 -0.470333
1655 -0.101472 -0.0564197 -0.218506 -0.376398
1660 -0.0383045 0.0310029 -0.240243 -0.247544
1665 0.0386566 0.113647 -0.258481 -0.106178
1670 0.114597 0.177192 -0.269395 0.0223938
1675 0.1738 0.213319 -0.266518 0.120602
1680 0.207339 0.220234 -0.245624 0.18195
1685 0.213223 0.200706 -0.207402 0.206527
1690 0.193704 0.160108 -0.155479 0.198333
1695 0.15437 0.107119 -0.092756 0.168733
1700 0.103385 0.052275 -0.0218536 0.133806
1705 0.04914 0.00473271 0.0508447 0.104717
1710 -0.00276674 -0.0284554 0.113827 0.0826052
1715 -0.0485707 -0.0436034 0.1542 0.0620258
1720 -0.0827364 -0.0418024 0.165911 0.0413721
1725 -0.0968522 -0.0294256 0.154704 0.0284261
1730 -0.0854605 -0.0159423 0.132332 0.030929
1735 -0.0552603 -0.0113871 0.108135 0.0414872
1740 -0.0265566 -0.0257167 0.089489 0.0372158
1745 -0.0214911 -0.0643338 0.0824111 -0.00341379
1750 -0.0482412 -0.123126 0.089293 -0.0820745
1755 -0.0977749 -0.189808 0.107957 -0.179627
1760 -0.153117 -0.248111 0.130548 -0.27068
1765 -0.198192 -0.279596 0.143726 -0.334062
1770 -0.220696 -0.271612 0.136095 -0.356213
1775 -0.211089 -0.226976 0.105367 -0.332698
1780 -0.163985 -0.160027 0.0576718 -0.26634
1785 -0.0852149 -0.0842053 0.000749845 -0.16867
1790 0.00720259 -0.00533327 -0.0603876 -0.0585183
1795 0.0920921 0.0752137 -0.120786 0.0465194
1800 0.154979 0.155328 -0.1713 0.139008
1805 0.191009 0.227911 -0.198594 0.220326
1810 0.201831 0.283828 -0.194043 0.291616
1815 0.191597 0.317001 -0.160734 0.347863
1820 0.166166 0.32259 -0.107969 0.380787
1825 0.134438 0.294488 -0.0447239 0.384202
1830 0.107904 0.228104 0.0217696 0.357777
1835 0.0947587 0.127957 0.0849813 0.307697
1840 0.0927294 0.0128057 0.135732 0.241267
1845 0.0900552 -0.0901099 0.1647 0.164645
1850 0.076325 -0.160217 0.169288 0.0853959
1855 0.0503362 -0.192536 0.151309 0.00910994
1860 0.0200363 -0.193718 0.110577 -0.0631046
1865 -0.00352284 -0.172807 0.045981 -0.130348
1870 -0.0136332 -0.134653 -0.0395181 -0.187805
1875 -0.0117174 -0.0815935 -0.136509 -0.22982
1880 -0.00444565 -0.020722 -0.229197 -0.254365
1885 0.00394681 0.0342096 -0.298347 -0.260191
1890 0.0122085 0.069827 -0.32947 -0.247434
1895 0.0168622 0.0827498 -0.319436 -0.219824
1900 0.0115032 0.0823347 -0.273209 -0.179371
1905 -0.0130498 0.0836231 -0.198108 -0.127534
1910 -0.0632751 0.0943679 -0.103244 -0.072151
1915 -0.133401 0.10984 -0.00222477 -0.025786
1920 -0.207807 0.119157 0.0862774 -0.00237258
1925 -0.273497 0.115013 0.145918 -0.0125656
1930 -0.326037 0.100355 0.171906 -0.0537756
1935 -0.36275 0.0820767 0.173102 -0.107571
1940 -0.375949 0.0597627 0.163235 -0.152951
1945 -0.354589 0.0289068 0.149583 -0.176099
1950 -0.291557 -0.0116898 0.130081 -0.173166
1955 -0.190576 -0.0610856 0.104071 -0.147591
1960 -0.0657579 -0.117869 0.0789438 -0.104683
1965 0.0654832 -0.177962 0.0642454 -0.0482337
1970 0.187673 -0.23287 0.061622 0.0164247
1975 0.288003 -0.269496 0.0631196 0.081627
1980 0.353811 -0.273136 0.0601444 0.140819
1985 0.3723 -0.234791 0.0513669 0.188875
1990 0.335388 -0.158236 0.0391959 0.216347
1995 0.249539 -0.0575558 0.0231801 0.215164
2000 0.139053 0.0521572 -0.00121813 0.189992
2005 0.0335671 0.159599 -0.0394018 0.153764
2010 -0.0473896 0.255515 -0.0894656 0.11866
2015 -0.0955968 0.328925 -0.139274 0.0940542
2020 -0.105919 0.368143 -0.172217 0.0900068
2025 -0.073101 0.366547 -0.175089 0.118357
2030 -0.000741425 0.326127 -0.14742 0.177965
2035 0.0910226 0.255203 -0.102427 0.243799
2040 0.171982 0.167197 -0.0532472 0.285932
2045 0.217282 0.0798854 -0.00386476 0.293302
2050 0.219855 0.00958922 0.0457051 0.27515
2055 0.188075 -0.0327182 0.0932331 0.24859
2060 0.131889 -0.0442986 0.132953 0.220543
2065 0.0579766 -0.0312804 0.157416 0.184112
2070 -0.0245223 -0.00543598 0.161826 0.131868
2075 -0.101774 0.0214861 0.14771 0.0674214
2080 -0.160814 0.0429797 0.125435 0.00760063
2085 -0.197647 0.0578417 0.108865 -0.0309401
2090 -0.216625 0.0633828 0.106504 -0.0467384
2095 -0.222888 0.051072 0.117763 -0.054053
2100 -0.218857 0.0142272 0.135354 -0.0692755
2105 -0.206869 -0.0412006 0.149479 -0.0985906
2110 -0.194066 -0.102236 0.150016 -0.146286
2115 -0.188757 -0.162071 0.128477 -0.222352
2120 -0.193685 -0.219239 0.0811349 -0.331788
2125 -0.20598 -0.269043 0.0128578 -0.462164
2130 -0.220316 -0.300637 -0.0632097 -0.584163
2135 -0.230352 -0.303277 -0.129686 -0.663315
2140 -0.228798 -0.276823 -0.170835 -0.676456
2145 -0.208481 -0.231604 -0.176935 -0.61702
2150 -0.164197 -0.176638 -0.14779 -0.488625
2155 -0.0943662 -0.11247 -0.0947202 -0.301556
2160 -0.00679337 -0.0349115 -0.0352076 -0.0769124
2165 0.0793381 0.0540857 0.0170168 0.150441
2170 0.144775 0.139574 0.0565981 0.340947
2175 0.183677 0.200155 0.082939 0.466771
2180 0.200436 0.221439 0.0959158 0.517791
2185 0.20016 0.201703 0.0936514 0.495514
2190 0.185995 0.147853 0.0732805 0.407129
2195 0.160432 0.0716922 0.0352962 0.26742
2200 0.129104 -0.0122678 -0.0116037 0.105232
2205 0.100261 -0.0886433 -0.0509709 -0.0393537
2210 0.0775514 -0.144036 -0.0674186 -0.133903
2215 0.0581591 -0.169414 -0.0560033 -0.167259
2220 0.0394915 -0.161846 -0.0237394 -0.146094
2225 0.0224977 -0.127152 0.0186659 -0.0859886
2230 0.00854428 -0.077285 0.0642416 -0.0044991
2235 -0.00485619 -0.0259809 0.108634 0.077797
2240 -0.0239703 0.0113714 0.144971 0.132373
2245 -0.0525152 0.0217799 0.163566 0.13283
2250 -0.0865633 0.00415688 0.159026 0.0766192
2255 -0.116308 -0.0263887 0.133016 -0.00968066
2260 -0.132881 -0.0509378 0.0913941 -0.0924249
2265 -0.132889 -0.0606534 0.0419865 -0.151556
2270 -0.116573 -0.0555822 -0.00556354 -0.177719
2275 -0.0870208 -0.0372174 -0.0404684 -0.164707
2280 -0.0501445 -0.0062585 -0.0531998 -0.109603
2285 -0.0100576 0.034073 -0.0408909 -0.0168755
2290 0.0344351 0.0764198 -0.00860095 0.102254
2295 0.081745 0.111941 0.0361188 0.229805
2300 0.12148 0.133149 0.0853637 0.339993
2305 0.140894 0.135511 0.132599 0.409004
2310 0.135978 0.117054 0.172656 0.425688
2315 0.114168 0.0776642 0.197499 0.389331
2320 0.0880272 0.0232216 0.199634 0.310883
2325 0.0653259 -0.0298852 0.177969 0.21341
2330 0.0447253 -0.0594335 0.136086 0.121378
2335 0.0216174 -0.0504005 0.0770515 0.0482684
2340 -0.0016094 -0.00563527 0.0022533 -0.00499137
2345 -0.0126423 0.0581159 -0.0847158 -0.0392421
2350 0.00120996 0.124435 -0.176593 -0.0509488
2355 0.0407188 0.185902 -0.263282 -0.0366614
2360 0.0950237 0.240439 -0.333962 0.00150096
2365 0.150478 0.280827 -0.381586 0.0497194
2370 0.195047 0.293187 -0.403729 0.0845049
2375 0.221441 0.267774 -0.397306 0.0919085
2380 0.228173 0.208647 -0.360134 0.0766867
2385 0.216468 0.129828 -0.300034 0.0462625
2390 0.187304 0.0471246 -0.233667 0.000761167
2395 0.143012 -0.0250028 -0.174173 -0.0561634
2400 0.0874879 -0.0767994 -0.123559 -0.112871
2405 0.0252108 -0.102422 -0.0732396 -0.150451
2410 -0.0369653 -0.102477 -0.0130373 -0.15248
2415 -0.0915707 -0.0875202 0.0594927 -0.119598
2420 -0.132761 -0.0729263 0.137174 -0.0685129
2425 -0.157628 -0.0720016 0.209071 -0.0205584
2430 -0.167845 -0.093514 0.266959 0.00560006
2435 -0.167998 -0.137407 0.307695 0.0022904
2440 -0.160213 -0.191111 0.33144 -0.0198839
2445 -0.14344 -0.234717 0.339501 -0.0386567
2450 -0.117524 -0.253816 0.334284 -0.0370562
2455 -0.0836987 -0.243812 0.318524 -0.00898578
2460 -0.0443382 -0.207282 0.29353 0.0419105
2465 -0.00277044 -0.151858 0.257399 0.102771
2470 0.0351287 -0.0869533 0.204021 0.152197
2475 0.0583255 -0.0231774 0.12907 0.164218
2480 0.0577299 0.0259205 0.0353622 0.119013
2485 0.0378219 0.0480779 -0.0677229 0.0181769
2490 0.0173666 0.0382854 -0.166066 -0.110414
2495 0.0148109 0.00239123 -0.246447 -0.229245
2500 0.0319731 -0.0459586 -0.301071 -0.315056
2505 0.0575173 -0.0922381 -0.324769 -0.35949
2510 0.0849351 -0.12423 -0.314478 -0.353773
2515 0.117471 -0.135196 -0.273074 -0.290798
2520 0.156816 -0.125222 -0.208583 -0.176989
2525 0.191711 -0.0967159 -0.129882 -0.0348874
2530 0.201658 -0.0512459 -0.0461875 0.104225
2535 0.171267 0.00469612 0.0302528 0.206216
2540 0.102754 0.0554011 0.0889477 0.247103
2545 0.0142034 0.0858362 0.12669 0.22673
2550 -0.0756925 0.0962477 0.143947 0.164502
2555 -0.156133 0.0989812 0.141026 0.0838734
2560 -0.21945 0.103899 0.119564 0.00401372
2565 -0.255679 0.110295 0.0838955 -0.0614887
2570 -0.258286 0.106705 0.0414072 -0.110174
2575 -0.230118 0.0808256 0.00171047 -0.147582
2580 -0.184248 0.0317588 -0.0271743 -0.179663
2585 -0.138666 -0.0300298 -0.0407977 -0.209494
2590 -0.10665 -0.0928048 -0.0380202 -0.237475
2595 -0.0919745 -0.150744 -0.0229322 -0.265651
2600 -0.0909855 -0.201026 -0.00628735 -0.298298
2605 -0.0994435 -0.237231 -0.00443278 -0.341107
2610 -0.11669 -0.250941 -0.0300635 -0.397694
2615 -0.139873 -0.237329 -0.0822567 -0.459459
2620 -0.157953 -0.198248 -0.147377 -0.503578
2625 -0.156798 -0.138208 -0.206817 -0.501822
2630 -0.130561 -0.0611807 -0.242394 -0.434135
2635 -0.0873437 0.0280716 -0.241541 -0.300814
2640 -0.0410228 0.124389 -0.201849 -0.118483
