Step Temp PotEng KinEng Press Lx Ly Lz Volume
0 769.369607666438 -329446.178786245 5872.75158352127 6.21425402799519 100.171277560035 100.171277560035 100.171277560035 1005147.13262641
1000 771.827402625165 -329436.609109465 5891.51242238468 -289.878344503837 100.179359470649 100.179359470649 100.179359470649 1005390.44083534
2000 773.367019648858 -329488.81126813 5903.26462603792 -197.0590935631 100.174313950459 100.174313950459 100.174313950459 1005238.53941635
3000 768.235960360089 -329464.706266154 5864.09822764761 -65.1810650775403 100.178274051912 100.178274051912 100.178274051912 1005357.76171447
4000 771.809665266259 -329455.522130082 5891.37702958834 -350.881529995639 100.182880288456 100.182880288456 100.182880288456 1005496.44833012
5000 766.258127273971 -329506.548830903 5849.00103343472 -193.178684961961 100.171764359478 100.171764359478 100.171764359478 1005161.78675047
6000 767.387409567247 -329550.181451166 5857.62107029346 158.614854062831 100.15692378246 100.15692378246 100.15692378246 1004715.10486012
7000 766.848435975648 -329546.099949702 5853.50697742834 -54.19207876302 100.166012536071 100.166012536071 100.166012536071 1004988.64870611
8000 762.923160896812 -329533.167722199 5823.54457027671 407.968261023531 100.146756518046 100.146756518046 100.146756518046 1004409.15994483
9000 757.271819732647 -329514.143621588 5780.40675661712 -6.47119944021999 100.163873567119 100.163873567119 100.163873567119 1004924.26777812
10000 763.7896711556 -329533.685305976 5830.15881581452 -545.542404714075 100.167939844328 100.167939844328 100.167939844328 1005046.66120377
11000 758.770404053078 -329553.555822034 5791.84574946678 -753.296407716389 100.176760061827 100.176760061827 100.176760061827 1005312.18061335
12000 762.014093190035 -329595.920530771 5816.60547525488 -368.39149823972 100.1629281616 100.1629281616 100.1629281616 1004895.81284876
13000 761.711076106137 -329577.332798308 5814.29248544925 295.478557412982 100.151717608611 100.151717608611 100.151717608611 1004558.43722042
14000 757.936751737582 -329606.926744653 5785.48231516012 214.488716922153 100.150214450235 100.150214450235 100.150214450235 1004513.20621087
15000 756.978892179893 -329636.536782305 5778.17078221398 389.395375092788 100.137992849933 100.137992849933 100.137992849933 1004145.50073364
16000 758.83755938579 -329600.375792114 5792.35835950831 -91.4616609103403 100.155624410245 100.155624410245 100.155624410245 1004676.00176353
17000 755.729108956725 -329638.608244045 5768.6309377364 -243.398695673644 100.150595755098 100.150595755098 100.150595755098 1004524.67979275
18000 758.908905034778 -329645.05276544 5792.90295506926 -373.589487135716 100.147823877094 100.147823877094 100.147823877094 1004441.27511265
19000 754.519554038573 -329698.331177113 5759.39816393021 482.685540061808 100.123110581019 100.123110581019 100.123110581019 1003697.86616102
20000 753.077670004069 -329633.542492086 5748.39197566581 336.845465697134 100.140271832536 100.140271832536 100.140271832536 1004214.06059219
21000 751.415960660971 -329698.926068018 5735.70781700034 161.149159634839 100.143840256565 100.143840256565 100.143840256565 1004321.41767882
22000 750.906954793442 -329691.238200332 5731.8224737469 26.9055848012758 100.13921332793 100.13921332793 100.13921332793 1004182.21664111
23000 746.435239871892 -329711.887963027 5697.68898234705 447.125171616371 100.126447627454 100.126447627454 100.126447627454 1003798.22754614
24000 748.555141159889 -329725.764491994 5713.87061146514 211.751873588397 100.133334998809 100.133334998809 100.133334998809 1004005.38580129
25000 754.609497800986 -329729.471760018 5760.08472259834 860.404318610461 100.109409954067 100.109409954067 100.109409954067 1003285.89109313
26000 749.619216609074 -329758.582427329 5721.99291148443 53.4580657108556 100.124541866341 100.124541866341 100.124541866341 1003740.91112489
27000 748.699476950458 -329721.213288628 5714.97235532684 -198.657367865502 100.143641367632 100.143641367632 100.143641367632 1004315.43384544
28000 744.109447081379 -329775.367684355 5679.93574234728 18.8377569155393 100.116650493494 100.116650493494 100.116650493494 1003503.59859342
29000 747.690100714251 -329742.000335943 5707.2675853041 374.021256133638 100.12554694917 100.12554694917 100.12554694917 1003771.1390649
30000 742.506473476485 -329767.301013316 5667.69992528006 102.111766942761 100.125162608345 100.125162608345 100.125162608345 1003759.57991467
31000 743.082910229949 -329742.233060692 5672.0999819277 405.293628212244 100.118282600568 100.118282600568 100.118282600568 1003552.67690398
