Step Temp PotEng KinEng Press Lx Ly Lz Volume
33000 609.972748650356 -330927.760520152 4656.04358405366 221.466658866787 99.9274410489037 99.9274410489037 99.9274410489037 997824.810525518
34000 602.551924639219 -330973.898775707 4599.39895508967 303.697531884988 99.9204523597712 99.9204523597712 99.9204523597712 997615.468637891
35000 594.669069861462 -330984.905059626 4539.22755318161 220.980664362257 99.913823425977 99.913823425977 99.913823425977 997416.930059902
36000 591.385122302607 -331037.459498939 4514.16052683395 -442.724223011697 99.925513613616 99.925513613616 99.925513613616 997767.07246174
37000 586.24462591088 -331109.689797425 4474.92209315555 -262.966626403765 99.9080075255997 99.9080075255997 99.9080075255997 997242.763774098
38000 582.285718742114 -331146.457950493 4444.70296555717 285.451193825277 99.8865308255374 99.8865308255374 99.8865308255374 996599.785881243
39000 578.894567475407 -331196.389666683 4418.8176319372 605.32297626131 99.8761447800806 99.8761447800806 99.8761447800806 996288.943537114
40000 572.412287031845 -331217.203122025 4369.3370931163 253.581772658777 99.8763035014103 99.8763035014103 99.8763035014103 996293.693396779
41000 568.69662189681 -331256.020985201 4340.97468044991 148.084475023306 99.8750747483483 99.8750747483483 99.8750747483483 996256.922396377
42000 566.021643520452 -331284.577040196 4320.5560372658 3.84735053921751 99.8730966018439 99.8730966018439 99.8730966018439 996197.727353343
43000 554.28723914805 -331315.034433703 4230.98498952358 -464.886014681364 99.8772032764209 99.8772032764209 99.8772032764209 996320.620151568
44000 552.18041583056 -331368.543727771 4214.90318716136 -284.082913113275 99.8684163505768 99.8684163505768 99.8684163505768 996057.682516071
45000 547.63003140794 -331444.653534976 4180.16919577766 -69.6892152115282 99.8497454520196 99.8497454520196 99.8497454520196 995499.133097132
46000 543.216569583758 -331468.718004126 4146.48036188234 -170.592868041322 99.850467507658 99.850467507658 99.850467507658 995520.729876079
47000 538.560041415077 -331517.165268968 4110.93615412597 601.968084343036 99.8276131820594 99.8276131820594 99.8276131820594 994837.305503426
48000 534.838973983624 -331564.175115726 4082.53250465412 761.416348903541 99.8136188409198 99.8136188409198 99.8136188409198 994418.980134035
49000 526.568386358431 -331598.131430859 4019.40146062988 339.511910180047 99.8212085862633 99.8212085862633 99.8212085862633 994645.841783473
