cooling_rate_K_per_ps,tag,frame_index,step,strain,strain_from_cell,szz_raw_GPa,compressive_stress_GPa,temperature_K,lx_A,ly_A,lz_A,cell_volume_A3,ti_matrix_volume_A3,ti_atom_count,total_line_length_A,total_dislocation_density_m-2,delta_total_dislocation_density_m-2,dislocation_segment_count,hcp_atom_count,fcc_atom_count,other_structure_atom_count,hcp_identified_fraction,other_structure_fraction,a_type_line_length_A,ca_type_line_length_A,c_type_line_length_A,hcp_partial_line_length_A,other_recognized_line_length_A,unclassified_line_length_A,a_type_density_m-2,ca_type_density_m-2,c_type_density_m-2,hcp_partial_density_m-2,other_recognized_density_m-2,unclassified_density_m-2,a_type_line_fraction,ca_type_line_fraction,unclassified_line_fraction,dxa_quality_flag,line_length_balance_error_A
0.25,R0p25,10,50000,0.1,0.1,-1.72206730212643,1.72206730212643,372.974558375761,101.59867440898157,108.39595434220026,89.61872726252734,986960.7616064576,923270.3484262596,52800,6528.982749638422,7.071582836779343e+17,5.936317576616909e+17,253,24810,8137,19853,0.4698863636363636,0.3760037878787878,47.03688654345652,0.0,0.0,2332.8116918936057,0.0,4149.134171201361,5094595166370524.0,0.0,0.0,2.5266832145860083e+17,0.0,4.493953670529632e+17,0.0072043208486132,0.0,0.6354947363632018,CAUTION,-9.094947017729282e-13
0.25,R0p25,11,55000,0.11,0.1099999999999999,-2.10510135317386,2.10510135317386,373.752308621205,101.8344467865626,109.22048480065293,88.62296362627704,985700.7283752284,921989.4607892568,52800,6183.216546438685,6.706385278141494e+17,5.57112001797906e+17,246,25241,7447,20112,0.4780492424242424,0.3809090909090909,14.082005532405825,0.0,0.0,2004.5914037511616,0.0,4164.543137155123,1527349946099287.2,0.0,0.0,2.1742020803959712e+17,0.0,4.516909698284536e+17,0.0022774563088068,0.0,0.6735237405770227,CAUTION,-5.4569682106375694e-12
0.25,R0p25,12,60000,0.12,0.1199999999999999,-2.31669387226706,2.31669387226706,374.887497950794,102.12328083946976,110.10412836867462,87.62719999002674,985297.3084800204,921582.6712282771,52800,6522.701910859998,7.077717620456773e+17,5.942452360294339e+17,251,24704,6845,21251,0.4678787878787879,0.4024810606060606,0.0,0.0,0.0,2325.718860936706,0.0,4196.9830499232885,0.0,0.0,0.0,2.5236139236830576e+17,0.0,4.554103696773712e+17,0.0,0.0,0.6434424119451949,CAUTION,3.637978807091713e-12
0.25,R0p25,13,65000,0.13,0.1299999999999999,-2.12829755261032,2.12829755261032,373.265547242712,102.19754505546966,111.39484421710696,86.63143635377644,986236.4945387656,922450.4911318754,52800,7346.503852396067,7.964117232331546e+17,6.828851972169111e+17,296,24362,6632,21806,0.4614015151515152,0.4129924242424242,0.0,0.0,0.0,2587.2643270295152,0.0,4759.239525366551,0.0,0.0,0.0,2.8047731037086464e+17,0.0,5.1593441286228986e+17,0.0,0.0,0.6478237296253948,CAUTION,0.0
0.25,R0p25,14,70000,0.14,0.1399999999999999,-2.03423451018346,2.03423451018346,375.344088874838,102.36581169368152,112.54645653123916,85.63567271752613,986600.8247372338,922802.1501342466,52800,6881.105403304466,7.456750509633536e+17,6.321485249471101e+17,268,23817,6504,22479,0.4510795454545454,0.4257386363636363,18.177928313612373,0.0,0.0,2631.165280974332,0.0,4231.762194016521,1969861937465999.5,0.0,0.0,2.8512777962118502e+17,0.0,4.5857740940470246e+17,0.0026417163011168,0.0,0.614982905505899,CAUTION,9.094947017729282e-13
0.25,R0p25,15,75000,0.15,0.15,-2.01073629916501,2.01073629916501,372.474993521792,102.41896583829715,113.81499043742238,84.63990908127582,986631.6447622816,922796.8283224304,52800,6991.446979977388,7.576366503867671e+17,6.441101243705236e+17,281,23275,6711,22814,0.4408143939393939,0.4320833333333333,10.699230256847024,0.0,0.0,2281.385072310429,0.0,4699.3626774101085,1159435092153205.0,0.0,0.0,2.472250664816221e+17,0.0,5.092521488129914e+17,0.0015303313158904,0.0,0.672158809309215,CAUTION,2.7284841053187847e-12
0.25,R0p25,16,80000,0.16,0.16,-2.01572467670813,2.01572467670813,372.877693521308,102.70052954581128,114.82812269951616,83.64414544502552,986407.7962844078,922516.7892630209,52800,7230.276747372182,7.837555729634252e+17,6.702290469471817e+17,303,22716,6227,23857,0.4302272727272727,0.4518371212121212,42.770799396854045,0.0,0.0,2402.1239893709267,0.0,4785.381958604397,4636316638857352.0,0.0,0.0,2.603881053796249e+17,0.0,5.187311509449425e+17,0.0059155134569916,0.0,0.6618532216410149,CAUTION,4.547473508864641e-12
0.25,R0p25,17,85000,0.17,0.17,-1.88743821709311,1.88743821709311,373.346996248473,102.56257631029158,116.43895620778324,82.64838180877521,987010.0618611112,923112.9089108388,52800,7215.585695165302,7.81657977644232e+17,6.681314516279885e+17,319,22519,7485,22796,0.4264962121212121,0.4317424242424242,44.13983089878598,0.0,7.88231822706553,2451.9226858933357,0.0,4711.64086014611,4781628603901296.0,0.0,853884519540053.9,2.6561460274521635e+17,0.0,5.104078617755736e+17,0.0061172900944633,0.0,0.6529810689246025,CAUTION,5.4569682106375694e-12
0.25,R0p25,18,90000,0.18,0.18,-1.81452344121475,1.81452344121475,373.353442586838,102.62284456007764,117.8158899984152,81.65261817252491,987229.2894764432,923331.1423669008,52800,7095.919858276496,7.685129995817704e+17,6.549864735655269e+17,262,21569,8533,22698,0.4085037878787879,0.4298863636363636,117.06364604131952,0.0,0.0,2482.91640183896,0.0,4495.939810396216,1.2678403301900366e+16,0.0,0.0,2.6890855164639648e+17,0.0,4.869260446334734e+17,0.016497317948818,0.0,0.6335950659240139,CAUTION,0.0
0.25,R0p25,19,95000,0.19,0.19,-1.93884718163217,1.93884718163217,373.534603401816,102.81908139975548,119.03827120005428,80.65685453627461,987191.9648492204,923212.1794588944,52800,7654.545809730504,8.29120973492456e+17,7.155944474762125e+17,325,19627,9435,23738,0.3717234848484848,0.4495833333333333,14.623174601464855,0.0,0.0,2060.606658082382,0.0,5579.315977046651,1583945156576646.8,0.0,0.0,2.2319968301221165e+17,0.0,6.043373453236671e+17,0.0019103908925433,0.0,0.7288892268374946,LOW_CONFIDENCE,5.4569682106375694e-12
0.25,R0p25,20,100000,0.2,0.2,-1.92420838115463,1.92420838115463,371.851021809561,102.8299555124964,120.5732474108235,79.6610909000243,987681.3547827168,923683.2930359604,52800,8545.340560380455,9.25137503818397e+17,8.116109778021536e+17,350,18268,10224,24308,0.3459848484848485,0.4603787878787879,20.257306334647488,0.0,0.0,3160.1508071533462,32.74750518073794,5332.18494171172,2193100869895114.5,0.0,0.0,3.421249286394007e+17,3545317472735000.0,5.772741568363658e+17,0.0023705674679097,0.0,0.6239874120914288,CAUTION,3.637978807091713e-12
0.25,R0p25,21,105000,0.21,0.21,-1.83544597580755,1.83544597580755,374.067892758265,102.74209891247864,122.24312927384324,78.665327263774,987998.4111806653,923928.1384218234,52800,7303.414422767947,7.904742932976397e+17,6.769477672813962e+17,322,18092,10455,24253,0.3426515151515151,0.4593371212121212,86.58162956225908,0.0,33.52620333956686,2920.753912294228,5.689635426141834,4256.863042145748,9371035036355810.0,0.0,3628659193866907.0,3.161234938989103e+17,615809302643427.6,4.6073529586586304e+17,0.0118549522935938,0.0,0.5828593032972685,CAUTION,2.7284841053187847e-12
0.25,R0p25,22,110000,0.22,0.2199999999999999,-1.78509743520419,1.78509743520419,374.749100695984,102.6398273711706,123.95713192830785,77.6695636275237,988185.090872988,924084.2470445908,52800,7957.770376286184,8.61152043413439e+17,7.476255173971955e+17,358,17976,10927,23897,0.3404545454545454,0.4525946969696969,160.8791420522913,0.0,24.129014099576672,2771.014808076906,0.0,5001.747412057412,1.7409575216417278e+16,0.0,2611127088979837.0,2.998660367752371e+17,0.0,5.412653043328048e+17,0.0202166102369206,0.0,0.6285362828465628,CAUTION,-1.8189894035458565e-12
0.25,R0p25,23,115000,0.23,0.2299999999999999,-1.65925875811285,1.65925875811285,373.493016541615,102.4243048622951,125.86537057679976,76.6737999912734,988453.563868754,924232.8129448192,52800,7100.615552361175,7.682713113957699e+17,6.547447853795264e+17,310,18111,11174,23515,0.3430113636363636,0.4453598484848485,119.71668835926006,0.0,0.0,2619.555713369264,21.4520325846844,4339.891118047968,1.295308786731073e+16,0.0,0.0,2.8343028690171197e+17,2321063728124223.0,4.695668728986231e+17,0.0168600436788118,0.0,0.6111992806883932,CAUTION,-9.094947017729282e-13
0.25,R0p25,24,120000,0.24,0.2399999999999999,-1.66023362430523,1.66023362430523,372.910430391825,102.21571264914544,127.80644247360658,75.6780363550231,988644.7442639424,924440.7858841664,52800,6503.814970944258,7.035404614611188e+17,5.900139354448754e+17,296,17372,12651,22777,0.3290151515151515,0.4313825757575757,243.81317138681823,0.0,0.0,2508.006172361456,0.0,3751.995627195985,2.63741253209233e+16,0.0,0.0,2.712998182963892e+17,0.0,4.058665178438064e+17,0.0374877164365917,0.0,0.5768915081314575,CAUTION,0.0
0.25,R0p25,25,125000,0.25,0.2499999999999999,-1.90052162967074,1.90052162967074,372.794116255515,102.52021575157104,129.04423351446198,74.6822727187728,988019.7812104926,923822.596657616,52800,6983.329324441949,7.559167041061334e+17,6.423901780898899e+17,323,17034,12944,22822,0.3226136363636364,0.4322348484848485,210.3477555230536,0.0,0.0,2607.538864817192,0.0,4165.442704101696,2.276928019341488e+16,0.0,0.0,2.8225536745380013e+17,0.0,4.508920564589175e+17,0.0301214142639424,0.0,0.5964837845356182,CAUTION,7.275957614183426e-12
0.25,R0p25,26,130000,0.26,0.2599999999999999,-1.98285650907854,1.98285650907854,373.279029250248,102.50998626528022,130.784711435778,73.68650908252249,987895.7931002548,923687.1771026691,52800,5901.569489875739,6.389143030422052e+17,5.253877770259618e+17,271,16991,12898,22911,0.3217992424242424,0.4339204545454545,123.82077820530505,0.0,0.0,2207.322604236242,0.0,3570.426107434195,1.3405055442438188e+16,0.0,0.0,2.3896863125890237e+17,0.0,3.86540616340865e+17,0.0209809913138737,0.0,0.6049960292019492,CAUTION,-2.7284841053187847e-12
0.25,R0p25,27,135000,0.27,0.2699999999999999,-2.06519282682003,2.06519282682003,374.465961670942,102.71366946902448,132.2926287912517,72.69074544627219,987740.8466215086,923519.4885286104,52800,6907.272670827374,7.479292810411968e+17,6.344027550249533e+17,303,17181,12130,23489,0.3253977272727272,0.4448674242424242,149.7460863033428,0.0,0.0,2705.720637929039,0.0,4051.8059465949855,1.6214718602411356e+16,0.0,0.0,2.9297926806503085e+17,0.0,4.38735294373754e+17,0.0216794809528499,0.0,0.5865999707391961,CAUTION,5.4569682106375694e-12
0.25,R0p25,28,140000,0.28,0.2799999999999998,-2.05217603146659,2.05217603146659,373.464559712403,102.85989625329069,133.95282362397597,71.69498181002189,987840.2403791632,923514.1877415772,52800,7867.279395855502,8.518850603794911e+17,7.383585343632476e+17,283,17065,12191,23544,0.3232007575757575,0.4459090909090909,81.27095690270885,0.0,0.0,2508.1108193741165,0.0,5277.897619578677,8800184987028107.0,0.0,0.0,2.715833554769328e+17,0.0,5.715015199155302e+17,0.0103302492276456,0.0,0.670866935571029,CAUTION,-9.094947017729282e-13
0.25,R0p25,29,145000,0.29,0.2899999999999998,-2.46167558297963,2.46167558297963,374.343571311253,103.04749783940792,135.41267889779587,70.69921817377158,986532.488391226,922143.7044152308,52800,6474.972224075163,7.021652040861903e+17,5.886386780699469e+17,259,16765,12785,23250,0.3175189393939394,0.4403409090909091,89.13876746050562,0.0,0.0,2921.6071128404315,0.0,3464.2263437742217,9666472485113604.0,0.0,0.0,3.1682774591983386e+17,0.0,3.7567098568124256e+17,0.0137666640683138,0.0,0.5350179466243233,CAUTION,3.637978807091713e-12
0.25,R0p25,30,150000,0.3,0.2999999999999999,-2.04045317618663,2.04045317618663,374.66372509264,102.95768660306496,137.58864422555612,69.70345453752128,987405.7896254092,922876.730554318,52800,5421.2248154065655,5.874267533162693e+17,4.739002273000259e+17,236,14717,15667,22416,0.2787310606060606,0.4245454545454545,173.44330675642567,10.639048193888383,0.0,1821.041835815561,0.0,3416.1006246406937,1.8793767467974668e+16,1152813571049530.2,0.0,1.973223265388616e+17,0.0,3.70157845738384e+17,0.0319933802161307,0.0019624805382822,0.6301344697848511,LOW_CONFIDENCE,-2.7284841053187847e-12
0.25,R0p25,31,155000,0.31,0.31,-2.11250358418356,2.11250358418356,373.524599439456,103.34117303709976,138.90574619053342,68.70769090127096,986277.1055736644,921746.0454306814,52800,4766.628069909994,5.1713029782328064e+17,4.036037718070373e+17,166,14304,18348,20148,0.2709090909090909,0.3815909090909091,0.0,0.0,0.0,1570.3568170090512,0.0,3196.271252900945,0.0,0.0,0.0,1.7036762184049398e+17,0.0,3.467626759827868e+17,0.0,0.0,0.6705518462994531,LOW_CONFIDENCE,-1.8189894035458565e-12
0.25,R0p25,32,160000,0.32,0.3200000000000001,-2.40806829971776,2.40806829971776,374.242045184868,103.6140532195989,140.4124869043308,67.71192726502065,985120.9827900608,920536.47027651,52800,5180.180945278153,5.6273500426573376e+17,4.492084782494904e+17,174,12966,19730,20104,0.2455681818181818,0.3807575757575757,0.0,0.0,0.0,3004.286310933449,0.0,2175.894634344705,0.0,0.0,0.0,3.263625513969071e+17,0.0,2.363724528688268e+17,0.0,0.0,0.420042206504018,LOW_CONFIDENCE,-1.8189894035458565e-12
0.25,R0p25,33,165000,0.33,0.3299999999999999,-2.38045826429158,2.38045826429158,374.530772304033,103.89034616229785,142.19393711682406,66.71616362877036,985569.6876510208,920921.6915586864,52800,4797.862962257546,5.209849009134562e+17,4.074583748972128e+17,181,10765,21837,20198,0.2038825757575757,0.3825378787878788,29.66661138983193,0.0,0.0,2615.652059146898,0.0,2152.54429172082,3221404345424891.5,0.0,0.0,2.840254587466424e+17,0.0,2.3373803782138928e+17,0.0061832969434943,0.0,0.4486464721176571,LOW_CONFIDENCE,-3.637978807091713e-12
0.25,R0p25,34,170000,0.34,0.3400000000000001,-2.62142323873986,2.62142323873986,373.880368559109,103.91101435021116,144.1774051880938,65.72039999252004,984598.0865040834,919780.0661133572,52800,4751.13575368509,5.1655128532645786e+17,4.0302475931021446e+17,170,10563,22446,19791,0.2000568181818181,0.3748295454545454,0.0,0.0,0.0,1298.3304714424346,0.0,3452.805282242656,0.0,0.0,0.0,1.4115662203125235e+17,0.0,3.753946632952056e+17,0.0,0.0,0.7267326090534417,LOW_CONFIDENCE,0.0
0.25,R0p25,35,175000,0.35,0.3500000000000001,-2.69973753649096,2.69973753649096,372.805700827731,104.02191809656252,146.28198096307503,64.72463635626974,984884.5160150524,920050.126407227,52800,5174.657735475347,5.624321530917296e+17,4.489056270754862e+17,183,10526,21709,20565,0.1993560606060606,0.3894886363636363,35.78768377206646,0.0,0.0,2367.9024057878014,0.0,2770.967645915477,3889753693292395.0,0.0,0.0,2.5736667360010067e+17,0.0,3.0117572579833645e+17,0.006915951856433,0.0,0.5354881013518732,LOW_CONFIDENCE,1.8189894035458565e-12
0.25,R0p25,36,180000,0.36,0.36,-2.25286607745537,2.25286607745537,374.723448009937,104.58706302277103,147.9730199056821,63.728872720019446,986272.0847294664,921495.036240688,52800,6069.068066930393,6.586110427343848e+17,5.450845167181414e+17,241,9244,22449,21107,0.1750757575757575,0.3997537878787879,14.24181579725668,0.0,0.0,1943.7225274559712,0.0,4111.103723677164,1545511938442696.0,0.0,0.0,2.1093141590708304e+17,0.0,4.461341148888589e+17,0.0023466231784182,0.0,0.6773863265890958,LOW_CONFIDENCE,1.8189894035458565e-12
0.25,R0p25,37,185000,0.37,0.37,-2.53100638294222,2.53100638294222,374.958111755705,105.00751572790966,149.58457570843316,62.733109083769136,985380.6049229836,920383.8718028596,52800,6401.442462997758,6.955187568050853e+17,5.819922307888419e+17,237,8879,22381,21540,0.1681628787878787,0.4079545454545454,62.78846775603097,0.0,0.0,1602.0762755748606,0.0,4736.577719666865,6821986964313067.0,0.0,0.0,1.7406609618622426e+17,0.0,5.146306736545477e+17,0.0098084874024826,0.0,0.739923501155512,LOW_CONFIDENCE,1.8189894035458565e-12
0.25,R0p25,38,190000,0.38,0.3799999999999999,-2.54448508375729,2.54448508375729,374.978223101872,105.70868344307785,151.0546625277912,61.73734544751884,985808.9366263556,920811.394224436,52800,6349.060502793268,6.895071610338659e+17,5.7598063501762246e+17,245,8633,22046,22121,0.1635037878787879,0.4189583333333333,9.600330703026042,0.0,0.0,2395.8792874182463,0.0,3943.5808846720006,1042594690209283.4,0.0,0.0,2.601921851147599e+17,0.0,4.282723812288973e+17,0.0015120868195857,0.0,0.6211282571550583,LOW_CONFIDENCE,-5.4569682106375694e-12
0.25,R0p25,39,195000,0.39,0.39,-2.31259666557007,2.31259666557007,374.135621785156,106.37150117628082,152.6410307475693,60.74158181126853,986240.1433580576,921082.8743773622,52800,5791.7566319223415,6.287986448382812e+17,5.152721188220378e+17,238,7432,23924,21444,0.1407575757575757,0.4061363636363636,20.912837975658807,0.0,0.0,1857.9497088913968,0.0,3912.8940850552817,2270462143788696.5,0.0,0.0,2.0171363083341904e+17,0.0,4.248145518610731e+17,0.0036107936339026,0.0,0.6755971173734476,LOW_CONFIDENCE,3.637978807091713e-12
0.25,R0p25,40,200000,0.4,0.4,-2.41288700966304,2.41288700966304,373.958458337919,106.76054892420328,154.5727527073816,59.74581817501823,985941.7380709664,920686.716919685,52800,6161.317579488485,6.692089139834913e+17,5.55682387967248e+17,232,6705,24660,21435,0.1269886363636363,0.405965909090909,34.31647440175233,0.0,0.0,1941.4276574259,0.0,4185.573447660831,3727269414352361.5,0.0,0.0,2.1086734735581702e+17,0.0,4.546142972133218e+17,0.0055696649229694,0.0,0.67933090506403,LOW_CONFIDENCE,9.094947017729282e-13
