cooling_rate_K_per_ps,tag,frame_index,step,strain,strain_from_cell,szz_raw_GPa,compressive_stress_GPa,temperature_K,lx_A,ly_A,lz_A,cell_volume_A3,ti_matrix_volume_A3,ti_atom_count,total_line_length_A,total_dislocation_density_m-2,delta_total_dislocation_density_m-2,dislocation_segment_count,hcp_atom_count,fcc_atom_count,other_structure_atom_count,hcp_identified_fraction,other_structure_fraction,a_type_line_length_A,ca_type_line_length_A,c_type_line_length_A,hcp_partial_line_length_A,other_recognized_line_length_A,unclassified_line_length_A,a_type_density_m-2,ca_type_density_m-2,c_type_density_m-2,hcp_partial_density_m-2,other_recognized_density_m-2,unclassified_density_m-2,a_type_line_fraction,ca_type_line_fraction,unclassified_line_fraction,dxa_quality_flag,line_length_balance_error_A
0.5,R0p5,0,0,-2.85370661570263e-16,0.0,-0.0438071161988831,0.0438071161988831,373.606983891948,99.59576529000024,99.59576529000024,99.59576529000024,987921.9143559808,924345.8216901198,52800,1109.4955125373813,1.2003034865335624e+17,0.0,26,35267,1659,15874,0.6679356060606061,0.3006439393939394,0.0,0.0,0.0,724.605880830387,0.0,384.88963170699424,0.0,0.0,0.0,7.839121071651318e+16,0.0,4.163913793684305e+16,0.0,0.0,0.3469050819563603,ACCEPTABLE,0.0
0.5,R0p5,1,5000,0.0099999999999995,0.0099999999999998,-1.30441877790902,1.30441877790902,373.513566523542,99.78326863954828,100.1041912472866,98.59980763710024,984886.2064874284,921472.715126142,52800,1281.4942994561775,1.3907023815466434e+17,1.9039889501308096e+16,32,35395,1614,15791,0.6703598484848485,0.2990719696969697,6.766146903304858,0.0,0.0,608.7273434109322,0.0,666.0008091419404,734275339056417.6,0.0,0.0,6.606026781027394e+16,0.0,7.227569500533397e+16,0.0052798884132189,0.0,0.5197064157246493,CAUTION,0.0
0.5,R0p5,2,10000,0.0199999999999997,0.02,-1.95049361604622,1.95049361604622,374.643456711645,100.19782802686586,100.58876006209312,97.60384998420022,983727.2706621912,920444.2875269512,52800,1243.8395030423967,1.3513468657449584e+17,1.51043379211396e+16,29,35886,2153,14761,0.6796590909090909,0.2795643939393939,0.0,0.0,0.0,956.6006140989944,0.0,287.23888894340223,0.0,0.0,0.0,1.0392813851549757e+17,0.0,3.1206548058998268e+16,0.0,0.0,0.2309292221712077,ACCEPTABLE,0.0
0.5,R0p5,3,15000,0.0299999999999996,0.0299999999999998,-2.77628807004511,2.77628807004511,372.223710210895,100.67180339165397,100.954529390624,96.60789233130023,981852.5319440516,918636.6446393032,52800,1076.5617857588784,1.1719125206262413e+17,-2839096590732128.0,19,36651,1680,14469,0.6941477272727272,0.2740340909090909,0.0,0.0,0.0,813.182076616284,0.0,263.3797091425945,0.0,0.0,0.0,8.852053544364918e+16,0.0,2.8670716618974948e+16,0.0,0.0,0.2446489487428125,ACCEPTABLE,-2.273736754432321e-13
0.5,R0p5,4,20000,0.0399999999999996,0.0399999999999998,-3.34534483938336,3.34534483938336,373.144212944546,100.98960478386536,101.61871613685742,95.61193467840025,981211.1674619314,918094.7306915896,52800,1348.157066503659,1.4684291516280774e+17,2.6812566509451504e+16,40,35714,1652,15434,0.6764015151515151,0.292310606060606,16.461509578881746,0.0,0.0,692.8721220062856,0.0,638.8234349184922,1793007739678615.8,0.0,0.0,7.546847823474093e+16,0.0,6.958142918838825e+16,0.0122103796270366,0.0,0.4738494132402772,ACCEPTABLE,-4.547473508864641e-13
0.5,R0p5,5,25000,0.0499999999999996,0.0499999999999999,-4.22491987769767,4.22491987769767,372.379255761536,101.47381556607549,102.03102207303552,94.61597702550024,979604.3529280048,916463.8736566876,52800,891.2534263426671,9.72491608192442e+16,-2.278118783411203e+16,27,35673,1500,15627,0.675625,0.2959659090909091,0.0,0.0,0.0,669.911288539216,0.0,221.3421378034512,0.0,0.0,0.0,7.309740272317253e+16,0.0,2.4151758096071684e+16,0.0,0.0,0.2483492699845735,ACCEPTABLE,-1.1368683772161605e-13
0.5,R0p5,6,30000,0.0599999999999996,0.0599999999999999,-4.8377894669192,4.8377894669192,372.112170512499,101.88504391370202,102.6824278742813,93.62001937260024,979434.2625513978,916348.9022971382,52800,1244.0004970482405,1.357562052979747e+17,1.5725856644618464e+16,45,34926,1380,16494,0.6614772727272727,0.3123863636363636,0.0,0.0,0.0,723.4801494768182,0.0,520.5203475714216,0.0,0.0,0.0,7.895247625256827e+16,0.0,5.680372904540632e+16,0.0,0.0,0.4184245495130509,ACCEPTABLE,9.094947017729282e-13
0.5,R0p5,7,35000,0.0699999999999996,0.0699999999999999,-3.73837295446747,3.73837295446747,374.123749528085,101.73631098149691,104.33583174025443,92.62406171970022,983180.57598483,920263.0837909196,52800,3914.377969287575,4.253542316576187e+17,3.0532388300426246e+17,204,30255,3705,18840,0.5730113636363636,0.3568181818181818,55.49567648707473,0.0,0.0,1072.7970061296676,0.0,2786.085286670834,6030414287452080.0,0.0,0.0,1.1657503435978346e+17,0.0,3.027487830103834e+17,0.0141773934255958,0.0,0.7117568381312723,LOW_CONFIDENCE,-2.273736754432321e-12
0.5,R0p5,8,40000,0.0799999999999997,0.0799999999999999,-3.47529077610051,3.47529077610051,373.679162742964,102.02294065848332,105.29678087725492,91.62810406680022,984332.0631898476,921403.9002693904,52800,3368.353473549685,3.655675293500366e+17,2.455371806966804e+17,146,28429,4989,19382,0.5384280303030303,0.3670833333333333,57.18783376785087,0.0,0.0,1041.4660792128946,0.0,2269.699560568938,6206597752747834.0,0.0,0.0,1.1303035280276128e+17,0.0,2.463305787945273e+17,0.0169779787712078,0.0,0.6738305757967412,CAUTION,1.8189894035458565e-12
0.5,R0p5,9,45000,0.0899999999999997,0.0899999999999999,-3.21440042978957,3.21440042978957,374.74775105325,102.1080712818488,106.45139588455706,90.63214641390022,985130.349692096,922089.6025997872,52800,4758.061262316436,5.160085580513339e+17,3.9597820939797766e+17,198,27825,4650,20325,0.5269886363636364,0.3849431818181818,50.37111142798553,0.0,0.0,1169.5404516371343,0.0,3538.1496992513157,5462713307466717.0,0.0,0.0,1.2683587889286158e+17,0.0,3.837099658510055e+17,0.0105864781159758,0.0,0.7436116317528847,LOW_CONFIDENCE,9.094947017729282e-13
