cooling_rate_K_per_ps,tag,frame_index,step,strain,strain_from_cell,szz_raw_GPa,compressive_stress_GPa,temperature_K,lx_A,ly_A,lz_A,cell_volume_A3,ti_matrix_volume_A3,ti_atom_count,total_line_length_A,total_dislocation_density_m-2,delta_total_dislocation_density_m-2,dislocation_segment_count,hcp_atom_count,fcc_atom_count,other_structure_atom_count,hcp_identified_fraction,other_structure_fraction,a_type_line_length_A,ca_type_line_length_A,c_type_line_length_A,hcp_partial_line_length_A,other_recognized_line_length_A,unclassified_line_length_A,a_type_density_m-2,ca_type_density_m-2,c_type_density_m-2,hcp_partial_density_m-2,other_recognized_density_m-2,unclassified_density_m-2,a_type_line_fraction,ca_type_line_fraction,unclassified_line_fraction,dxa_quality_flag,line_length_balance_error_A
2.0,R2p0,10,50000,0.1,0.1,-1.80220355407854,1.80220355407854,374.488555434654,101.30395163529737,108.7316267530914,89.63889925210415,987367.4068833628,924260.5946460734,52800,5740.637268120718,6.211059198427665e+17,5.074599736830917e+17,187,18900,13406,20494,0.3579545454545454,0.3881439393939394,0.0,0.0,0.0,1679.659052753973,0.0,4060.978215366743,0.0,0.0,0.0,1.8173002965653466e+17,0.0,4.393758901862316e+17,0.0,0.0,0.7074089557823889,LOW_CONFIDENCE,1.8189894035458565e-12
2.0,R2p0,11,55000,0.11,0.1099999999999999,-1.89783530499288,1.89783530499288,371.976040006515,101.50057751789409,109.77354819359752,88.64291148263634,987666.2815622026,924569.2242755884,52800,6030.097384296436,6.522061546036311e+17,5.385602084439564e+17,228,17519,14331,20950,0.3317992424242424,0.396780303030303,0.0,0.0,0.0,1799.6001526133548,0.0,4230.497231683078,0.0,0.0,0.0,1.946420133141858e+17,0.0,4.57564141289445e+17,0.0,0.0,0.7015636667328339,LOW_CONFIDENCE,2.7284841053187847e-12
2.0,R2p0,12,60000,0.12,0.12,-1.87859831684105,1.87859831684105,372.14223367211,101.65683571576876,110.86968223474638,87.6469237131685,987838.7712444264,924689.4139809026,52800,5261.187902012919,5.68968112153772e+17,4.553221659940973e+17,200,16345,14740,21715,0.3095643939393939,0.4112689393939394,20.129476585927076,0.0,0.0,1545.472655921065,0.0,3695.585769505925,2176890562558424.8,0.0,0.0,1.6713424340694176e+17,0.0,3.996569781842716e+17,0.0038260326300502,0.0,0.7024242126178389,LOW_CONFIDENCE,1.8189894035458565e-12
2.0,R2p0,13,65000,0.13,0.1299999999999999,-1.57190200132549,1.57190200132549,374.429410491922,101.65313792486634,112.21842684062716,86.65093594370069,988458.0065715286,925177.227785321,52800,5057.307751063408,5.466312398511511e+17,4.329852936914764e+17,175,14487,16977,21336,0.274375,0.4040909090909091,0.0,0.0,0.0,2018.9623746645616,0.0,3038.345376398849,0.0,0.0,0.0,2.182243913955309e+17,0.0,3.284068484556204e+17,0.0,0.0,0.6007831688233668,LOW_CONFIDENCE,-1.8189894035458565e-12
2.0,R2p0,14,70000,0.14,0.1399999999999998,-1.5857333006499,1.5857333006499,373.62585817516,101.6734683994616,113.4669085746174,85.65494817423287,988164.6603564926,924825.9913304644,52800,4899.570219983789,5.297829284550292e+17,4.161369822953544e+17,181,14505,17563,20732,0.2747159090909091,0.3926515151515151,9.26277260480926,0.0,0.0,1796.8825898358316,0.0,3093.424857543146,1001569234822621.6,0.0,0.0,1.9429412740128736e+17,0.0,3.34487231818919e+17,0.0018905275746491,0.0,0.6313665727100002,LOW_CONFIDENCE,1.8189894035458565e-12
2.0,R2p0,15,75000,0.15,0.1499999999999999,-1.72773733579659,1.72773733579659,374.201208893344,101.92273630347236,114.5088881366805,84.65896040476504,988059.7395375608,924727.9639248812,52800,5076.29765157901,5.489503777990405e+17,4.3530443163936576e+17,186,14174,17368,21258,0.2684469696969697,0.4026136363636363,0.0,0.0,0.0,2009.9541864359617,0.0,3066.3434651430493,0.0,0.0,0.0,2.173562674481029e+17,0.0,3.3159411035093766e+17,0.0,0.0,0.6040511560998096,LOW_CONFIDENCE,-9.094947017729282e-13
2.0,R2p0,16,80000,0.16,0.16,-1.78943795432085,1.78943795432085,372.99350482874,102.03128923633248,115.73539243238412,83.66297263529721,987945.1973246826,924565.3747374674,52800,5270.163494260366,5.700152350780865e+17,4.563692889184118e+17,185,14038,16839,21923,0.2658712121212121,0.4152083333333333,0.0,0.0,0.0,2183.2678957766675,0.0,3086.895598483696,0.0,0.0,0.0,2.361399156221497e+17,0.0,3.338753194559365e+17,0.0,0.0,0.5857305189574432,LOW_CONFIDENCE,2.7284841053187847e-12
2.0,R2p0,17,85000,0.17,0.1699999999999999,-1.82791044841781,1.82791044841781,374.257799579341,102.16290873900454,116.95855474734876,82.66698486582939,987773.4309114834,924354.4035759252,52800,5241.57665323362,5.670527054294586e+17,4.534067592697838e+17,183,13237,16893,22670,0.2507007575757575,0.4293560606060606,12.128845974996064,0.0,10.52255657492706,1646.735398857878,0.0,3572.189851825822,1312142391281399.5,0.0,1138368198844497.8,1.7814978675791178e+17,0.0,3.864524080814213e+17,0.0023139690168441,0.0,0.6815105622126267,LOW_CONFIDENCE,-3.637978807091713e-12
2.0,R2p0,18,90000,0.18,0.18,-1.84520818020167,1.84520818020167,373.243652018083,102.26139334368143,118.31339409183828,81.67099709636156,988128.6167726938,924679.659553184,52800,5295.324578370788,5.7266584418322246e+17,4.5901989802354765e+17,188,12897,17151,22752,0.2442613636363636,0.4309090909090909,6.687651345643615,0.0,0.0,1973.3632561277525,0.0,3315.273670897391,723239802730728.0,0.0,0.0,2.1341047526462352e+17,0.0,3.585321291158681e+17,0.0012629351131675,0.0,0.626075629894136,LOW_CONFIDENCE,9.094947017729282e-13
2.0,R2p0,19,95000,0.19,0.1899999999999999,-1.90500502468588,1.90500502468588,374.054125477457,102.32269428049274,119.67492371452435,80.67500932689374,987902.6507215066,924448.667233624,52800,5513.0588611523945,5.963618161352328e+17,4.82715869975558e+17,193,12611,17811,22378,0.2388446969696969,0.4238257575757576,0.0,0.0,0.0,1943.654773645088,0.0,3569.4040875073056,0.0,0.0,0.0,2.102501569353113e+17,0.0,3.861116591999213e+17,0.0,0.0,0.6474453071159834,LOW_CONFIDENCE,9.094947017729282e-13
2.0,R2p0,20,100000,0.2,0.2,-1.94649049313309,1.94649049313309,372.887329981026,102.5361180153808,120.94307665806876,79.67902155742591,988102.2220631456,924650.214976882,52800,5602.838406316799,6.059413944392886e+17,4.922954482796138e+17,196,11699,17376,23725,0.2215719696969696,0.4493371212121212,0.0,0.0,0.0,1582.0586475874125,0.0,4020.7797587293862,0.0,0.0,0.0,1.710980673515516e+17,0.0,4.3484332708773696e+17,0.0,0.0,0.7176326474445962,LOW_CONFIDENCE,-9.094947017729282e-13
2.0,R2p0,21,105000,0.21,0.2099999999999999,-1.87949387722214,1.87949387722214,373.631606622531,102.57276874929478,122.4675670211707,78.6830337879581,988403.4790498512,924911.7590555736,52800,6082.608151028593,6.576419957336837e+17,5.4399604957400896e+17,234,11382,17458,23960,0.2155681818181818,0.4537878787878788,0.0,0.0,0.0,1574.7596348810755,0.0,4507.848516147521,0.0,0.0,0.0,1.7026052695978922e+17,0.0,4.873814687738948e+17,0.0,0.0,0.7411045400623458,LOW_CONFIDENCE,-3.637978807091713e-12
2.0,R2p0,22,110000,0.22,0.22,-1.86491408686853,1.86491408686853,375.106860652587,102.71766621131172,123.89405237035724,77.68704601849026,988653.7313799884,925076.2393642254,52800,5580.996810652853,6.033012819017478e+17,4.896553357420731e+17,218,11269,17204,24327,0.2134280303030303,0.4607386363636364,19.78240870963652,0.0,0.0,1680.1156623686818,0.0,3881.098739574526,2138462525340864.8,0.0,0.0,1.8161915644091888e+17,0.0,4.195436629354872e+17,0.0035446013285433,0.0,0.6954131799836172,LOW_CONFIDENCE,9.094947017729282e-12
2.0,R2p0,23,115000,0.23,0.2299999999999999,-2.00144648857979,2.00144648857979,373.736830824901,102.72157992285614,125.47150108611336,76.69105824902245,988442.737492706,924852.3869877552,52800,5701.5377230568765,6.164808355662885e+17,5.0283488940661376e+17,232,10518,18191,24091,0.1992045454545454,0.4562689393939394,8.926186318870453,0.0,14.360513991192107,1802.6398110884736,0.0,3875.61121165834,965147135311295.2,0.0,1552735787163215.8,1.949110838065384e+17,0.0,4.1905186883727565e+17,0.0015655752452137,0.0,0.6797484117285526,LOW_CONFIDENCE,0.0
2.0,R2p0,24,120000,0.24,0.24,-1.73973752086447,1.73973752086447,373.13940038792,102.67378544439796,127.26222012839888,75.69507047955462,989069.1755185676,925395.521981729,52800,6918.292287516279,7.476038216287018e+17,6.339578754690271e+17,275,10741,18070,23989,0.2034280303030303,0.4543371212121212,35.38691860530211,0.0,0.0,2719.029816569222,13.468546660371954,4150.407005681379,3823977722468468.0,0.0,0.0,2.9382353296312006e+17,1455436766273640.8,4.485008741768393e+17,0.0051149788321542,0.0,0.5999178457913069,LOW_CONFIDENCE,3.637978807091713e-12
2.0,R2p0,25,125000,0.25,0.2499999999999999,-1.67631719619529,1.67631719619529,373.58039679981,102.90541325359368,128.64098758609617,74.6990827100868,988855.550020718,925040.4956810842,52800,5668.08652263001,6.12739285371149e+17,4.990933392114743e+17,223,10922,17244,24634,0.2068560606060606,0.4665530303030303,99.72079804599964,0.0,0.0,2363.841690802362,0.0,3204.5240337816485,1.0780154870147356e+16,0.0,0.0,2.5553926577689168e+17,0.0,3.4641986472411e+17,0.0175933796437053,0.0,0.5653625824142746,LOW_CONFIDENCE,0.0
2.0,R2p0,26,130000,0.26,0.26,-1.75056015498355,1.75056015498355,371.424689042784,103.1344990317956,130.07095180166448,73.70309494061897,988712.4587775684,924822.9671586184,52800,5901.82710326392,6.381574974718036e+17,5.245115513121289e+17,247,11007,16464,25329,0.2084659090909091,0.4797159090909091,137.94601786428376,0.0,0.0,2967.203687196176,0.0,2796.677398203456,1.4915937726774072e+16,0.0,0.0,3.2084018158766854e+17,0.0,3.024013781573605e+17,0.0233734427408072,0.0,0.4738663721031058,LOW_CONFIDENCE,4.547473508864641e-12
2.0,R2p0,27,135000,0.27,0.2699999999999999,-1.73511810214905,1.73511810214905,374.522816893481,103.17618996123034,131.77611760867714,72.70710717115115,988537.2981177324,924574.2828919478,52800,6895.460837876574,7.45798468059102e+17,6.321525218994272e+17,297,11491,16539,24770,0.2176325757575757,0.4691287878787878,103.3429548666387,0.0,0.0,3074.9341198909374,20.692133239777174,3696.491629879222,1.117735554393698e+16,0.0,0.0,3.325783743706287e+17,2238017390561079.2,3.9980472075397536e+17,0.0149870990926347,0.0,0.5360760820472645,LOW_CONFIDENCE,-9.094947017729282e-13
2.0,R2p0,28,140000,0.28,0.28,-1.74146678126143,1.74146678126143,374.758492731229,103.32979105949263,133.3947752273296,71.71111940168332,988441.2759045912,924427.2934364424,52800,6831.353540851179,7.389822422330783e+17,6.253362960734035e+17,307,10990,17002,24808,0.2081439393939393,0.4698484848484848,160.36085691534132,0.0,0.0,2612.3135732217165,0.0,4058.6791107141175,1.7347049146420156e+16,0.0,0.0,2.825872398802473e+17,0.0,4.390479532064105e+17,0.0234742435677484,0.0,0.5941251739415042,LOW_CONFIDENCE,3.637978807091713e-12
2.0,R2p0,29,145000,0.29,0.29,-1.77767449408951,1.77767449408951,374.152631900654,103.48841711755344,135.0561959891346,70.7151316322155,988367.8535697312,924324.7514805204,52800,6634.154844257765,7.17729870765835e+17,6.040839246061603e+17,300,10416,17799,24585,0.1972727272727272,0.465625,47.03348017545078,0.0,0.0,3121.4098472629657,5.310198800695368,3460.401318018654,5088415094382764.0,0.0,0.0,3.3769623092568966e+17,574494926397876.1,3.743707298193648e+17,0.0070895963810915,0.0,0.5216039419118814,LOW_CONFIDENCE,-9.094947017729282e-13
2.0,R2p0,30,150000,0.3,0.2999999999999999,-1.72863070214637,1.72863070214637,373.501602877178,103.61178660745998,136.8196413858308,69.71914386274769,988347.4716812643,924239.8819790808,52800,8169.769396205965,8.839446939588869e+17,7.702987477992122e+17,354,11197,17206,24397,0.2120643939393939,0.4620643939393939,10.868118801876587,0.0,0.0,3839.917118911824,0.0,4318.984158492259,1175898055665442.0,0.0,0.0,4.154675851781449e+17,0.0,4.67301210725076e+17,0.0013302846475597,0.0,0.528654353511862,LOW_CONFIDENCE,5.4569682106375694e-12
2.0,R2p0,31,155000,0.31,0.31,-1.62464617964316,1.62464617964316,373.787596737682,103.59723823051652,138.87401403970017,68.72315609327985,988717.5944312032,924478.3009564813,52800,8648.990072844643,9.355536050869176e+17,8.219076589272429e+17,314,11367,18457,22976,0.2152840909090909,0.4351515151515152,15.93786048597354,0.0,0.0,3755.572728240016,0.0,4877.479484118659,1723984269775067.2,0.0,0.0,4.062369797489499e+17,0.0,5.275926410681932e+17,0.0018427423724318,0.0,0.5639363027404264,LOW_CONFIDENCE,-5.4569682106375694e-12
2.0,R2p0,32,160000,0.32,0.32,-1.64667199413753,1.64667199413753,372.324668672592,103.77166156170932,140.60624132416285,67.72716832381202,988203.272080072,923833.7539263272,52800,6803.844500163234,7.364793147302364e+17,6.228333685705617e+17,256,11312,18773,22715,0.2142424242424242,0.4302083333333333,10.251891968163974,0.0,0.0,3686.38018056946,0.0,3107.2124276256054,1109711777102001.0,0.0,0.0,3.990306875996042e+17,0.0,3.3633891535352966e+17,0.0015067792874922,0.0,0.4566848092355812,LOW_CONFIDENCE,5.4569682106375694e-12
2.0,R2p0,33,165000,0.33,0.3299999999999999,-1.65355620797162,1.65355620797162,373.816628073221,103.70709179722498,142.84454418993624,66.7311805543442,988555.1920350924,924165.5089007694,52800,6852.283541394203,7.414563165795397e+17,6.27810370419865e+17,254,10578,20458,21764,0.2003409090909091,0.4121969696969697,8.217082938151618,0.0,0.0,3138.47504573279,0.0,3705.591412723265,889135426394052.1,0.0,0.0,3.396009714175319e+17,0.0,4.009662097356141e+17,0.0011991743903346,0.0,0.5407819729493133,LOW_CONFIDENCE,-2.7284841053187847e-12
2.0,R2p0,34,170000,0.34,0.3399999999999999,-1.75967197393707,1.75967197393707,375.92670819553,103.8340823088436,144.74757430184746,65.73519278487639,987982.3005539492,923513.6199740844,52800,7276.011668545937,7.878618691893376e+17,6.742159230296628e+17,247,10020,21045,21735,0.1897727272727272,0.4116477272727272,157.48624177151942,0.0,0.0,2660.215372551472,0.0,4458.310054222946,1.7052941977827984e+16,0.0,0.0,2.880537238450389e+17,0.0,4.827552033664707e+17,0.0216445834539174,0.0,0.6127409159465944,LOW_CONFIDENCE,9.094947017729282e-13
2.0,R2p0,35,175000,0.35,0.35,-1.9339596991425,1.9339596991425,374.203308617375,104.10251222071928,146.55078169819208,64.73920501540856,987681.0275668444,923035.9434335084,52800,6309.484279466398,6.835578098937713e+17,5.699118637340965e+17,248,9144,22162,21494,0.1731818181818182,0.4070833333333333,58.62820745922848,0.0,0.0,2635.1326780613394,0.0,3615.7233939458265,6351671121402198.0,0.0,0.0,2.85485380803176e+17,0.0,3.9172075796919264e+17,0.0092920760021588,0.0,0.5730616376544191,LOW_CONFIDENCE,3.637978807091713e-12
2.0,R2p0,36,180000,0.36,0.36,-2.17893195261898,2.17893195261898,373.644110801794,104.13117757962742,148.70434733465478,63.74321724594073,987048.34413633,922381.0918270577,52800,5954.722404750559,6.455815776703978e+17,5.319356315107231e+17,240,8966,22005,21829,0.169810606060606,0.4134280303030303,33.00071207519512,0.0,0.0,2441.3483900764672,0.0,3480.373302598892,3577774129110466.5,0.0,0.0,2.6467892845034704e+17,0.0,3.7732487509093984e+17,0.005541939629103,0.0,0.5844728042775461,LOW_CONFIDENCE,4.547473508864641e-12
2.0,R2p0,37,185000,0.37,0.37,-2.53931962552315,2.53931962552315,373.046483717835,104.43959956473196,150.4981440867506,62.7472294764729,986258.8134600532,921595.97953698,52800,6301.91129136452,6.838041214687885e+17,5.701581753091137e+17,259,8147,23105,21548,0.1542992424242424,0.4081060606060606,0.0,0.0,0.0,2042.9082430134488,0.0,4259.003048351068,0.0,0.0,0.0,2.216706982640949e+17,0.0,4.6213342320469306e+17,0.0,0.0,0.6758271977244682,LOW_CONFIDENCE,3.637978807091713e-12
2.0,R2p0,38,190000,0.38,0.3799999999999999,-2.33546596302114,2.33546596302114,374.436636984955,104.90981660004952,152.3611502257865,61.75124170700509,987042.9828708034,922246.4759565832,52800,7034.3708350096285,7.627430430366629e+17,6.490970968769882e+17,294,7877,22458,22465,0.149185606060606,0.4254734848484848,87.79846098187609,0.0,0.0,2005.467912428182,0.0,4941.104461599567,9520064675856718.0,0.0,0.0,2.174546571563797e+17,0.0,5.357683212044261e+17,0.0124813523542018,0.0,0.7024230848063904,LOW_CONFIDENCE,3.637978807091713e-12
2.0,R2p0,39,195000,0.39,0.3899999999999999,-2.12276896712904,2.12276896712904,374.096654541147,105.3751262188247,154.18226583517088,60.75525393753726,987089.1357730645,922136.3001223163,52800,7247.785626722322,7.859776939440452e+17,6.723317477843704e+17,297,7742,22129,22929,0.1466287878787879,0.4342613636363636,44.54069252578014,0.0,0.0,1866.294680775612,0.0,5336.950253420923,4830163666680517.0,0.0,0.0,2.023881589444053e+17,0.0,5.787593713329586e+17,0.0061454207974309,0.0,0.7363559752297008,LOW_CONFIDENCE,7.275957614183426e-12
2.0,R2p0,40,200000,0.4,0.4000000000000001,-2.34602165226184,2.34602165226184,374.627176688887,105.7295572115108,156.1162285554231,59.75926616806943,986392.4064862434,921361.044502562,52800,7041.347325224042,7.642332359542756e+17,6.505872897946008e+17,294,6502,23264,23034,0.1231439393939393,0.43625,10.279186898056205,0.0,0.0,2933.1121921405093,0.0,4097.955946185474,1115652431735474.8,0.0,0.0,3.183455833781296e+17,0.0,4.4477200014441024e+17,0.0014598323904905,0.0,0.581984634035232,LOW_CONFIDENCE,1.8189894035458565e-12
