cooling_rate_K_per_ps,tag,frame_index,step,strain,strain_from_cell,szz_raw_GPa,compressive_stress_GPa,temperature_K,lx_A,ly_A,lz_A,cell_volume_A3,ti_matrix_volume_A3,ti_atom_count,total_line_length_A,total_dislocation_density_m-2,delta_total_dislocation_density_m-2,dislocation_segment_count,hcp_atom_count,fcc_atom_count,other_structure_atom_count,hcp_identified_fraction,other_structure_fraction,a_type_line_length_A,ca_type_line_length_A,c_type_line_length_A,hcp_partial_line_length_A,other_recognized_line_length_A,unclassified_line_length_A,a_type_density_m-2,ca_type_density_m-2,c_type_density_m-2,hcp_partial_density_m-2,other_recognized_density_m-2,unclassified_density_m-2,a_type_line_fraction,ca_type_line_fraction,unclassified_line_fraction,dxa_quality_flag,line_length_balance_error_A
5.0,R5p0,0,0,-1.42669411605233e-16,0.0,-0.0184271762756378,0.0184271762756378,372.723200937175,99.60687827411472,99.60687827411472,99.60687827411472,988252.6508759751,925099.5800991748,52800,859.4062121279967,9.289877874940387e+16,0.0,21,34744,1590,16466,0.6580303030303031,0.3118560606060606,27.69255874861155,0.0,0.0,740.8599842188737,0.0,90.85366916051154,2993467875711584.0,0.0,0.0,8.008434985339094e+16,0.0,9820961020301364.0,0.0322228980403124,0.0,0.105716793616777,ACCEPTABLE,-1.1368683772161605e-13
5.0,R5p0,1,5000,0.0099999999999998,0.01,-1.34402718319716,1.34402718319716,373.877285364708,99.7746993834732,100.10632252285411,98.61080949137356,984932.480125265,921850.511122967,52800,912.7033344298376,9.900773752547074e+16,6108958776066864.0,21,34794,1545,16461,0.6589772727272727,0.3117613636363636,25.76427560652317,0.0,0.0,630.6060093306071,0.0,256.33304949270735,2794843122138969.0,0.0,0.0,6.840653682150962e+16,0.0,2.7806357581822144e+16,0.0282285323550593,0.0,0.2808503484353299,ACCEPTABLE,-1.1368683772161605e-13
5.0,R5p0,2,10000,0.0199999999999999,0.02,-2.54963431959062,2.54963431959062,372.686343773976,100.16926019478122,100.51310769078664,97.61474070863244,982816.801222167,919908.265916273,52800,1149.366887160014,1.2494364163748318e+17,3.204486288807931e+16,38,34676,1779,16345,0.6567424242424242,0.3095643939393939,23.415766150400355,0.0,0.0,747.2885519694829,0.0,378.6625690401306,2545445781713584.5,0.0,0.0,8.123511654992549e+16,0.0,4.11630793058441e+16,0.0203727516530937,0.0,0.3294531739780437,ACCEPTABLE,0.0
5.0,R5p0,3,15000,0.0299999999999997,0.0299999999999998,-3.32628517288218,3.32628517288218,372.778925303178,100.38810292375992,101.23776228249072,96.61867192589128,981942.0265512912,919231.4131520864,52800,2510.0915701168365,2.7306416362661264e+17,1.801653848772088e+17,107,32870,2685,17245,0.6225378787878788,0.3266098484848485,22.4627734983652,0.0,0.0,845.384689823629,0.0,1642.2441067948414,2443647288046796.0,0.0,0.0,9.196647087209155e+16,0.0,1.7865404546647418e+17,0.0089489856727894,0.0,0.6542566519668446,CAUTION,9.094947017729282e-13
5.0,R5p0,4,20000,0.0399999999999997,0.0399999999999998,-3.39960572784679,3.39960572784679,374.064237153932,100.59864302498194,102.18233291085082,95.62260314315014,982943.3722960688,920417.9114343652,52800,3807.328603516996,4.136521634595e+17,3.207533847100961e+17,166,31157,4238,17405,0.590094696969697,0.3296401515151515,6.423309990301298,0.0,0.0,1029.917049855561,0.0,2770.9882436711328,697868860493089.5,0.0,0.0,1.1189667617947088e+17,0.0,3.010576184195359e+17,0.0016870910444577,0.0,0.727803804775729,LOW_CONFIDENCE,9.094947017729282e-13
5.0,R5p0,5,25000,0.0499999999999997,0.0499999999999998,-3.37237653358175,3.37237653358175,373.12141088325,100.9200484757243,103.02218214544394,94.626534360409,983832.419932993,921321.5245665838,52800,4364.234367219221,4.736928695193877e+17,3.807940907699839e+17,179,29425,5168,18207,0.5572916666666666,0.3448295454545454,24.666837150486412,0.0,0.0,881.594425012538,0.0,3457.973105056197,2677332124861666.5,0.0,0.0,9.568803088881107e+16,0.0,3.753275065057149e+17,0.005652042277052,0.0,0.7923435851726564,LOW_CONFIDENCE,0.0
5.0,R5p0,6,30000,0.0599999999999997,0.0599999999999998,-3.39043757116419,3.39043757116419,375.504849739372,101.1371283268715,103.9333308062486,93.63046557766783,984198.3818686332,921604.983474621,52800,4823.09947017566,5.233369563597285e+17,4.304381776103246e+17,219,27916,6057,18827,0.5287121212121212,0.3565719696969697,0.0,0.0,0.0,1210.7507842658283,0.0,3612.348685909831,0.0,0.0,0.0,1.3137415768967248e+17,0.0,3.91962798670056e+17,0.0,0.0,0.7489683155504706,LOW_CONFIDENCE,0.0
5.0,R5p0,7,35000,0.0699999999999998,0.0699999999999998,-3.3634528934166,3.3634528934166,372.751227105298,101.39216635346374,104.91020655701728,92.6343967949267,985358.8517091052,922863.9298896552,52800,5194.790982585027,5.62898907881919e+17,4.700001291325151e+17,210,25819,6866,20115,0.4889962121212121,0.3809659090909091,12.810167201759084,0.0,0.0,1440.7885511024404,0.0,3741.19226428083,1388088404678549.8,0.0,0.0,1.5612145024182627e+17,0.0,4.053893692354144e+17,0.0024659639328519,0.0,0.7201814811842807,LOW_CONFIDENCE,-1.8189894035458565e-12
5.0,R5p0,8,40000,0.0799999999999998,0.0799999999999998,-2.60133717174242,2.60133717174242,374.764520982197,101.35949939663492,106.25815529644105,91.63832801218555,986969.8491445712,924285.3226288653,52800,6782.893077852323,7.338527305140283e+17,6.409539517646244e+17,245,22813,9585,20402,0.4320643939393939,0.3864015151515151,0.0,0.0,0.0,1351.5848282939603,0.0,5431.308249558359,0.0,0.0,0.0,1.462302597697607e+17,0.0,5.876224707442671e+17,0.0,0.0,0.800736232639846,LOW_CONFIDENCE,3.637978807091713e-12
5.0,R5p0,9,45000,0.0899999999999999,0.09,-2.21845331027082,2.21845331027082,374.871767973205,101.42586403191235,107.41513461569652,90.6422592294444,987517.7596474132,924616.5791961493,52800,8021.206194376334,8.675170200116762e+17,7.746182412622723e+17,342,20810,10692,21298,0.3941287878787878,0.4033712121212121,0.0,0.0,0.0,1927.9973720429407,0.0,6093.208822333388,0.0,0.0,0.0,2.0851858115275408e+17,0.0,6.589984388589216e+17,0.0,0.0,0.7596374752970863,LOW_CONFIDENCE,4.547473508864641e-12
