Step Strain Szz_GPa Sxx_GPa Syy_GPa Sxy_GPa Sxz_GPa Syz_GPa VonMises_GPa Temp PotEng Lx Ly Lz Volume
0 0 -0.0176651238820598 0.065677528954886 -0.0616410421438677 0.00570755266240669 0.0974315631596266 -0.00971967229061827 0.203481748364385 373.486392418549 -332965.171695115 99.5987769467824 99.5987769467824 99.5987769467824 988011.537796139
100 0.000199999999999961 -0.0594199858464429 -0.00287166995737662 0.0069111088867081 0.0154148880152379 0.0968852354475146 -0.0134553543680913 0.18238107633302 374.570417666999 -332976.16101327 99.5301044767305 99.6657356052108 99.578857191393 987796.480135635
200 0.000399999999999923 -0.0745022683127524 0.00600887432179349 0.0152025179776548 0.0294236671492101 0.0899868816940508 -0.024575224368531 0.189759732510799 373.487396661364 -332971.634563155 99.5155461369204 99.7149521982204 99.5589374360037 987942.045892613
300 0.000600000000000027 -0.149128035974018 -0.020884965376752 -0.0180902718571591 0.0180132617277807 0.104352568204851 -0.0402559176205508 0.235193368367174 374.374077010789 -332981.678734951 99.5200695101918 99.7000460097971 99.5390176806143 987641.61264656
400 0.000799999999999989 -0.129694961240711 0.0285700129565981 0.024834400792207 0.0356582999913563 0.112702573075504 -0.00872013369183326 0.258106209720452 372.933328140408 -332972.792803735 99.5612376212083 99.711504006762 99.519097925225 987965.966783623
500 0.00099999999999995 -0.186681587152254 0.00878734622399368 -0.031860481469353 0.0210328805002771 0.0821302666657198 -0.0402046549232845 0.241510855687318 375.723875855286 -332994.90150522 99.52994509564 99.7112215121881 99.4991781698356 987454.958001482
600 0.00120000000000005 -0.191947600589508 -0.00655502732695618 0.0668854608227351 0.0364291837633787 0.0718966631481613 -0.0358687733444119 0.27699744783756 373.357324061026 -332978.611522733 99.5146631357453 99.7757525738854 99.4792584144462 987744.519124683
700 0.00139999999999987 -0.238259779000243 -0.0086952852877476 -0.038213949091501 0.0290766410872972 0.100191681633291 -0.0386944375420246 0.289720593057199 374.107091495816 -332985.176972663 99.5472451864705 99.7292673029497 99.4593386590569 987409.81893886
800 0.00159999999999998 -0.25863268103138 0.00657450282733628 0.0149530919205209 0.0281977497735416 0.090738251764623 -0.0467241979667035 0.325978826685485 373.969346058958 -332985.923275428 99.56363649815 99.7340413396018 99.4394189036675 987421.878674159
900 0.00179999999999994 -0.257591174138618 -0.0106411726140373 -0.00517983016387844 0.0552426176931483 0.0836234766990387 -0.0270218197537622 0.307712921834027 372.100358756007 -332972.8447471 99.5497066982353 99.7567991515205 99.4194991482782 987311.194974491
1000 0.0019999999999999 -0.308860233647282 0.0172416320920179 0.0189441384425374 0.0386901193031719 0.0751706802594969 -0.041277497969247 0.365314495861818 373.447419739617 -332982.877846442 99.53992065818 99.7853276195696 99.3995793928888 987298.607521668
1100 0.0022 -0.340502565333282 -0.0306646906330388 0.01994524812873 0.0386081874067399 0.0875881321801399 -0.0260155194896715 0.379155629298525 373.761297518174 -332985.899631206 99.5312560037754 99.7717534173213 99.3796596374995 986880.560276599
1200 0.00239999999999997 -0.349838295042732 0.00898923247598275 -0.0108784850177395 0.0383637754894858 0.0722693794272599 -0.029507510726918 0.380419299909476 373.507059526798 -332985.949916918 99.5654731526058 99.7735162521974 99.3597398821101 987039.393058095
1300 0.00259999999999993 -0.350872385838203 -0.00267892136451509 -0.00615012522785298 0.0363391498688312 0.0742442587814032 -0.0480177759073284 0.384001873946218 374.182517836516 -332990.739032889 99.5600889474088 99.7956782970168 99.3398201267208 987007.333659705
1400 0.00280000000000003 -0.422325796895066 0.00366613514225748 -0.0116476294092937 0.0102708730858168 0.0733915129202017 -0.0344730946602708 0.441837860727103 374.358879996374 -332992.706050118 99.5531031408922 99.8056510565114 99.3199003713314 986838.783114488
1500 0.00299999999999999 -0.454370191855482 0.00212948398014241 0.0152071153312842 0.0300200769923923 0.0967925948669184 -0.0481582183701152 0.50229532077567 373.714057919478 -332988.987251441 99.5645224471455 99.8338278543178 99.299980615942 987032.611586758
1600 0.00319999999999995 -0.447922809906447 -0.0107317960602219 0.00433052716273771 0.0398637208500536 0.0999095802129742 -0.0318878601042171 0.485501386991425 371.794837249501 -332975.320500583 99.5746644770157 99.8402306081955 99.2800608605527 986998.430086411
1700 0.00339999999999992 -0.491217066267638 0.00784569593136466 9.19979422232552e-05 0.0149087431333201 0.0781409711119592 -0.0468817511173053 0.520415910823611 373.544235067838 -332987.948997101 99.5936603846282 99.8252337552928 99.2601411051633 986840.394988979
