Step Strain Szz_GPa Sxx_GPa Syy_GPa Sxy_GPa Sxz_GPa Syz_GPa VonMises_GPa Temp PotEng Lx Ly Lz Volume
0 -2.85370661570263e-16 -0.0438071161988831 0.0794813153428897 -0.0938841577948137 0.0835731354090486 0.140554291354548 -0.0505899081439258 0.334334588579335 373.606983891948 -333222.622968961 99.5957652900002 99.5957652900002 99.5957652900002 987921.914355981
100 0.000199999999999695 -0.0556605353965758 -0.00070058708178764 -0.0267218538352594 0.0479633099933128 0.127607707225568 -0.0417727829179864 0.251505644253058 372.439145102929 -333215.167772956 99.5011877887633 99.7043834592056 99.5758461369422 987862.553021045
200 0.000399999999999675 -0.0645544618670934 0.000329341621075517 0.0465599088809182 0.0310693974139993 0.129339483867371 -0.0429201053640841 0.260682226680542 372.956789914703 -333218.602387859 99.4365534949974 99.7987474779543 99.5559269838842 987957.526936039
300 0.000599999999999655 -0.0756218215567267 -0.0227749609587705 -0.0204871938797555 0.0504280606402023 0.135919995888774 -0.065237166805999 0.280603445108578 371.824279874373 -333212.462141155 99.4481936714823 99.7921034897151 99.5360078308262 987809.718169515
400 0.000799999999999636 -0.107033835390233 0.0076389198038895 0.00185259501162056 0.0490668101317537 0.118558207779411 -0.0646053699557439 0.272822564093415 373.476241574983 -333225.002715067 99.487909989045 99.7704588400498 99.5160886777682 987792.161132482
500 0.000999999999999616 -0.141210986485194 0.039036683340989 -0.0213771111356108 0.0479498402403568 0.13666763516977 -0.0493842656988672 0.30902703684764 373.556494626966 -333224.231646778 99.5121205540698 99.76671926038 99.4961695247102 987797.751584908
600 0.0011999999999996 -0.172075795683794 -0.00757004604733595 0.0107172999518677 0.063290979277681 0.12809334533944 -0.0366251596936605 0.309305849850754 374.175222468215 -333229.699078932 99.4778490711845 99.7980574205978 99.4762503716522 987569.982228947
700 0.00139999999999958 -0.206821943685453 0.029540069004916 0.0117433125287798 0.0511438976556045 0.133657538660602 -0.0245206725953948 0.339442404955976 373.770696529277 -333227.191159815 99.4780921396905 99.8121253176488 99.4563312185942 987513.827439183
800 0.0015999999999997 -0.232055131050407 -0.0290681675051403 -0.0203599829865668 0.0549426242011452 0.136374634664421 -0.0464955309690575 0.338205395850695 373.944235030807 -333229.549036391 99.4638824298247 99.8194430958002 99.4364120655362 987247.392237998
900 0.00179999999999968 -0.232666034463562 0.0127992137647268 0.0158576654882077 0.0626145166131935 0.139462548144958 -0.050923784530071 0.372698432242718 372.230819242839 -333218.282721984 99.5082185213517 99.8070063298051 99.4164929124782 987366.570441798
