Step Strain Szz_GPa Sxx_GPa Syy_GPa Sxy_GPa Sxz_GPa Syz_GPa VonMises_GPa Temp PotEng Lx Ly Lz Volume
0 -1.42669411605233e-16 -0.0184271762756378 0.0552176676755767 -0.106066660055414 0.0265720835600397 0.031609470437693 -0.013381102235797 0.158780674812979 372.723200937175 -332878.952456619 99.6068782741147 99.6068782741147 99.6068782741147 988252.650875975
100 0.000199999999999803 -0.013592487216129 0.0382977360865623 0.0302867609321039 -0.00217069986853539 0.0532955042795867 -0.034115618806082 0.119866901979909 372.198921536305 -332873.901233692 99.5381984997031 99.7256825678554 99.5869568984599 988551.400240669
200 0.000399999999999749 -0.0774874302009174 -0.0751338681357151 0.038500816004852 0.0406316671644562 0.0718094458871003 -0.0313018056567526 0.19117484869525 374.550173279317 -332890.735194652 99.4392025379771 99.7916160780113 99.5670355228051 988023.479730236
300 0.000599999999999838 -0.061865024345282 0.029523334241341 0.017084522654266 0.0195154826644559 0.0541302947803945 -0.0211949619326436 0.136566106369922 372.309810873031 -332873.049353249 99.5058987953677 99.7615773465524 99.5471141471503 988190.80499977
400 0.000799999999999784 -0.11233038040589 -0.0127255247195735 -0.0577902593867118 0.00895328826988645 0.0601377265481605 -0.00593967083719726 0.136598875685296 373.337701582396 -332881.483984889 99.5130629358399 99.7234626468832 99.5271927714954 987686.683126732
500 0.000999999999999729 -0.131381988388272 0.02244443248012 0.0329935697302439 0.0184752680821178 0.0659712178789137 -0.0169342127705246 0.20084198297221 372.500730519366 -332875.344742326 99.5233904574845 99.772908103707 99.5072713958406 988081.143039502
600 0.00119999999999982 -0.186093293626755 -0.0232503449639214 -0.037766573959946 -0.00827085000855954 0.0586823817695672 -0.0178793848029207 0.189366800609627 372.060590596208 -332873.342194857 99.5156605990556 99.7581347908965 99.4873500201858 987660.33740999
700 0.00139999999999976 -0.213845608228806 -0.0104822224570536 0.00362823088737386 -0.0173363203690288 0.0658462217806663 -0.018722661643593 0.243691924548749 371.586757120283 -332869.98086737 99.5144179960898 99.7883273766833 99.467428644531 987749.097658858
800 0.00159999999999985 -0.236936476863429 -0.01391331442513 0.00349746594713207 0.0244613644399515 0.0617236951999458 -0.0321065683400639 0.26503299312768 372.618905934445 -332878.253178025 99.5152408047699 99.8013168214494 99.4475072688761 987687.986782587
900 0.0017999999999998 -0.246170102273893 0.0213416547439724 -0.0280550810837201 0.00629699248617453 0.0641715321428535 -0.0232878637639107 0.27365718849111 373.118428487592 -332882.64425325 99.5395784920011 99.785942617999 99.4275858932213 987579.477402411
