Step Strain Szz_GPa Sxx_GPa Syy_GPa Sxy_GPa Sxz_GPa Syz_GPa VonMises_GPa Temp PotEng Lx Ly Lz Volume
0 1.42713131890567e-16 -0.200335786867048 0.0763243861436201 0.347150085271966 -0.015883423214791 -0.124771864739793 -0.121424900192593 0.562589565017494 372.136150688141 -333784.956919637 99.5763636250304 99.5763636250304 99.5763636250304 987344.673055292
100 0.000200000000000091 -0.454574176446417 -0.133579476728508 -0.129601330689087 0.00134715792039729 -0.128422115506819 -0.108386915650676 0.434805382781984 374.385732589853 -333802.675698215 99.6012854498086 99.3391477852386 99.5564483523054 985042.045399283
200 0.000400000000000039 -0.355858050937419 0.0849171929059449 0.0618883199571316 -0.0204545485255267 -0.136096657690521 -0.124309128354626 0.536509955202717 371.563358241645 -333777.419547989 99.767258369736 99.3240493649981 99.5365330795804 986336.182295527
300 0.00060000000000013 -0.460376022985168 -0.0403023768947833 -0.091796093660248 0.00823193485630791 -0.143862121429707 -0.122436923810023 0.514535657453363 371.34189583214 -333774.065048493 99.7400260556909 99.270683465551 99.5166178068554 985339.962499855
400 0.000800000000000079 -0.437511544546948 0.0488230016162797 0.0174919313468782 -0.0105472524277374 -0.133568238107516 -0.135625968328099 0.575590054696315 371.748683937216 -333774.437272824 99.7395936879263 99.3424498301596 99.4967025341304 985850.697881015
500 0.00100000000000017 -0.462619157914732 -0.0615827130108881 0.00129718973944175 -0.0245531856791032 -0.113885999641829 -0.119973615153797 0.5233554141206 374.445680954515 -333794.231901453 99.6957729496492 99.3547495889551 99.4767872614053 985342.30342527
600 0.00120000000000012 -0.485075143415345 0.0318749217146575 0.0170802949011627 -0.0257860448546304 -0.137518272472935 -0.115567519981821 0.598835794412338 373.148076436591 -333785.453032659 99.7537237742692 99.3361374339504 99.4568719886803 985533.024714982
700 0.00140000000000007 -0.567170467385025 0.00428039925418031 -0.0378549602889301 -0.00463120973433873 -0.12484738402069 -0.108581495652572 0.621649394413884 373.322809847725 -333786.044167757 99.7729804244428 99.3032071943183 99.4369567159553 985199.187478218
800 0.00160000000000001 -0.563778428242727 0.0115406719149038 0.00762788421225056 0.00496214338017504 -0.123860386342051 -0.114242632040577 0.64343489713836 373.292358477398 -333786.181867075 99.7792193846492 99.3404887456179 99.4170414432303 985433.288949802
900 0.00180000000000011 -0.577862436018527 -0.0189514428655115 0.0183573927385756 -0.0064060895565567 -0.122520984159572 -0.144889860867807 0.665403839647528 374.05265326059 -333791.214841824 99.7668281212355 99.3629023447279 99.3971261705053 985335.798404208
